epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
26,2771.34,1.60522,1.12843,0.00636,0.78651,0.64023,0.74244,0.46452,1.45391,1.04087,0.00749,0.0216667,0.00722225,0.0216667,0.00722225,0.0216667,0.00722225,0.0216667,0.00722225
27,3094.93,1.59766,1.12383,0.00632,0.78805,0.641,0.74205,0.46089,1.47091,1.03899,0.00758,0.0213334,0.00711114,0.0213334,0.00711114,0.0213334,0.00711114,0.0213334,0.00711114
28,3419.62,1.58965,1.11662,0.00633,0.79144,0.64386,0.74582,0.46862,1.44619,1.02545,0.00746,0.0210001,0.00700003,0.0210001,0.00700003,0.0210001,0.00700003,0.0210001,0.00700003
29,3744.42,1.58762,1.11293,0.0063,0.78831,0.64345,0.74607,0.46944,1.44407,1.01654,0.00742,0.0206668,0.00688892,0.0206668,0.00688892,0.0206668,0.00688892,0.0206668,0.00688892
30,4069.09,1.592,1.11437,0.00631,0.79195,0.64646,0.74835,0.46927,1.45728,1.01747,0.00744,0.0203334,0.00677781,0.0203334,0.00677781,0.0203334,0.00677781,0.0203334,0.00677781
31,4393.72,1.59677,1.11676,0.00627,0.79205,0.64435,0.74805,0.47186,1.44245,1.01074,0.0074,0.0200001,0.0066667,0.0200001,0.0066667,0.0200001,0.0066667,0.0200001,0.0066667
32,4719.6,1.5906,1.11378,0.00629,0.79375,0.64433,0.74922,0.47121,1.44853,1.01286,0.00741,0.0196668,0.00655559,0.0196668,0.00655559,0.0196668,0.00655559,0.0196668,0.00655559
33,5045.65,1.58637,1.10493,0.00623,0.79262,0.64753,0.75121,0.47578,1.43299,1.00672,0.00731,0.0193334,0.00644448,0.0193334,0.00644448,0.0193334,0.00644448,0.0193334,0.00644448
34,5370.49,1.57452,1.10252,0.00626,0.79373,0.64988,0.75344,0.47592,1.4383,0.99769,0.00732,0.0190001,0.00633337,0.0190001,0.00633337,0.0190001,0.00633337,0.0190001,0.00633337
35,5695.76,1.57989,1.10661,0.00622,0.79672,0.64915,0.75286,0.47623,1.43438,1.00431,0.0073,0.0186668,0.00622226,0.0186668,0.00622226,0.0186668,0.00622226,0.0186668,0.00622226
36,6021.22,1.58094,1.10125,0.00621,0.79814,0.65002,0.75474,0.47804,1.43341,0.99502,0.00732,0.0183335,0.00611115,0.0183335,0.00611115,0.0183335,0.00611115,0.0183335,0.00611115
37,6346.63,1.58116,1.09964,0.00622,0.79756,0.65014,0.75502,0.47798,1.43316,1.00044,0.00729,0.0180001,0.00600004,0.0180001,0.00600004,0.0180001,0.00600004,0.0180001,0.00600004
38,6672.1,1.58025,1.10424,0.00623,0.79685,0.65015,0.75473,0.47889,1.4276,1.00236,0.00725,0.0176668,0.00588893,0.0176668,0.00588893,0.0176668,0.00588893,0.0176668,0.00588893
39,6997.47,1.58035,1.09604,0.00617,0.79548,0.65487,0.75572,0.47919,1.42579,0.99776,0.00723,0.0173335,0.00577782,0.0173335,0.00577782,0.0173335,0.00577782,0.0173335,0.00577782
40,7323.52,1.57017,1.0954,0.00619,0.79887,0.65245,0.75673,0.48111,1.42163,0.99344,0.00719,0.0170001,0.00566671,0.0170001,0.00566671,0.0170001,0.00566671,0.0170001,0.00566671
41,7649.22,1.57634,1.0945,0.00617,0.80176,0.65269,0.75839,0.48256,1.41968,0.9905,0.00717,0.0166668,0.0055556,0.0166668,0.0055556,0.0166668,0.0055556,0.0166668,0.0055556
42,7975.08,1.5751,1.09191,0.00612,0.80059,0.65451,0.75878,0.48244,1.42072,0.98906,0.00718,0.0163335,0.00544449,0.0163335,0.00544449,0.0163335,0.00544449,0.0163335,0.00544449
43,8300.36,1.56091,1.08489,0.00611,0.80383,0.65319,0.75952,0.48427,1.41729,0.985,0.00715,0.0160001,0.00533338,0.0160001,0.00533338,0.0160001,0.00533338,0.0160001,0.00533338
44,8624.52,1.56499,1.08735,0.00611,0.80362,0.65455,0.76069,0.48558,1.41295,0.98202,0.00712,0.0156668,0.00522227,0.0156668,0.00522227,0.0156668,0.00522227,0.0156668,0.00522227
45,8949.03,1.57278,1.08929,0.00608,0.80445,0.65604,0.7611,0.48585,1.41465,0.98328,0.00713,0.0153335,0.00511116,0.0153335,0.00511116,0.0153335,0.00511116,0.0153335,0.00511116
46,9273.92,1.56636,1.08143,0.00608,0.8031,0.65676,0.76117,0.48631,1.41406,0.98054,0.0071,0.0150002,0.00500005,0.0150002,0.00500005,0.0150002,0.00500005,0.0150002,0.00500005
47,9598.71,1.56609,1.07591,0.00605,0.80248,0.65708,0.76093,0.48688,1.41159,0.97999,0.00709,0.0146668,0.00488894,0.0146668,0.00488894,0.0146668,0.00488894,0.0146668,0.00488894
48,9923.3,1.56008,1.0758,0.00604,0.80371,0.65813,0.7617,0.48771,1.41127,0.97865,0.0071,0.0143335,0.00477783,0.0143335,0.00477783,0.0143335,0.00477783,0.0143335,0.00477783
49,10248.2,1.55923,1.07355,0.00603,0.80486,0.65979,0.76345,0.4885,1.41166,0.97202,0.00709,0.0140002,0.00466672,0.0140002,0.00466672,0.0140002,0.00466672,0.0140002,0.00466672
50,10573.4,1.54354,1.06568,0.00608,0.80415,0.65969,0.76387,0.48927,1.40828,0.97424,0.00708,0.0136668,0.00455561,0.0136668,0.00455561,0.0136668,0.00455561,0.0136668,0.00455561
51,10899.1,1.55083,1.06796,0.00603,0.80324,0.66115,0.76418,0.48967,1.40627,0.97454,0.00707,0.0133335,0.0044445,0.0133335,0.0044445,0.0133335,0.0044445,0.0133335,0.0044445
52,11224.2,1.54711,1.06524,0.00603,0.80579,0.66089,0.76464,0.49033,1.40569,0.97144,0.00707,0.0130002,0.00433339,0.0130002,0.00433339,0.0130002,0.00433339,0.0130002,0.00433339
53,11560,1.54722,1.06378,0.00598,0.8041,0.66032,0.76467,0.49061,1.40523,0.97085,0.00705,0.0126668,0.00422228,0.0126668,0.00422228,0.0126668,0.00422228,0.0126668,0.00422228
54,11893.2,1.55062,1.06249,0.00595,0.80389,0.66152,0.76508,0.49106,1.40266,0.9699,0.00703,0.0123335,0.00411117,0.0123335,0.00411117,0.0123335,0.00411117,0.0123335,0.00411117
55,12225.6,1.55371,1.06114,0.00597,0.80688,0.66087,0.76582,0.49177,1.40188,0.96765,0.00702,0.0120002,0.00400006,0.0120002,0.00400006,0.0120002,0.00400006,0.0120002,0.00400006
56,12558.5,1.54597,1.05783,0.00597,0.80725,0.66214,0.76619,0.49218,1.40182,0.96765,0.00701,0.0116668,0.00388895,0.0116668,0.00388895,0.0116668,0.00388895,0.0116668,0.00388895
57,12890,1.54056,1.056,0.00594,0.80318,0.66294,0.76624,0.49215,1.40093,0.96742,0.007,0.0113335,0.00377784,0.0113335,0.00377784,0.0113335,0.00377784,0.0113335,0.00377784
58,13222.7,1.53753,1.05666,0.00592,0.80429,0.663,0.76649,0.49291,1.40004,0.9649,0.007,0.0110002,0.00366673,0.0110002,0.00366673,0.0110002,0.00366673,0.0110002,0.00366673
59,422.641,1.52482,1.04034,0.00583,0.80557,0.66336,0.76711,0.49337,1.39931,0.96241,0.00699,0.0106669,0.00355562,0.0106669,0.00355562,0.0106669,0.00355562,0.0106669,0.00355562
60,753.403,1.53428,1.04707,0.00584,0.8065,0.6636,0.76796,0.49404,1.39769,0.96136,0.00699,0.0103335,0.00344451,0.0103335,0.00344451,0.0103335,0.00344451,0.0103335,0.00344451
61,1083.87,1.52329,1.04126,0.00586,0.80607,0.66509,0.76823,0.49429,1.39826,0.95876,0.00699,0.0100002,0.0033334,0.0100002,0.0033334,0.0100002,0.0033334,0.0100002,0.0033334
62,1415.29,1.52376,1.04313,0.00586,0.80661,0.66634,0.76839,0.49444,1.3965,0.96084,0.00697,0.00966687,0.00322229,0.00966687,0.00322229,0.00966687,0.00322229,0.00966687,0.00322229
63,1747.63,1.52103,1.03945,0.00579,0.80687,0.66639,0.76861,0.49472,1.39583,0.96068,0.00697,0.00933354,0.00311118,0.00933354,0.00311118,0.00933354,0.00311118,0.00933354,0.00311118
64,2080.78,1.52065,1.03949,0.0058,0.80678,0.6668,0.76919,0.49515,1.3957,0.95866,0.00696,0.00900021,0.00300007,0.00900021,0.00300007,0.00900021,0.00300007,0.00900021,0.00300007
65,2412.31,1.51991,1.03419,0.00576,0.80766,0.66593,0.76897,0.49527,1.39594,0.95824,0.00696,0.00866688,0.00288896,0.00866688,0.00288896,0.00866688,0.00288896,0.00866688,0.00288896
66,2743.74,1.52089,1.03546,0.0058,0.80773,0.66658,0.76906,0.4953,1.39502,0.95926,0.00696,0.00833355,0.00277785,0.00833355,0.00277785,0.00833355,0.00277785,0.00833355,0.00277785
67,3075.29,1.51702,1.02978,0.00576,0.80886,0.66547,0.76917,0.4953,1.39526,0.95919,0.00696,0.00800022,0.00266674,0.00800022,0.00266674,0.00800022,0.00266674,0.00800022,0.00266674
68,3405.92,1.5072,1.02642,0.00576,0.80836,0.66636,0.76946,0.49556,1.39533,0.95729,0.00696,0.00766689,0.00255563,0.00766689,0.00255563,0.00766689,0.00255563,0.00766689,0.00255563
69,3737.38,1.50494,1.02257,0.00575,0.80887,0.66652,0.76973,0.49587,1.39513,0.9565,0.00695,0.00733356,0.00244452,0.00733356,0.00244452,0.00733356,0.00244452,0.00733356,0.00244452
70,4069.62,1.5075,1.02371,0.00575,0.80907,0.66714,0.76994,0.49608,1.39481,0.95517,0.00695,0.00700023,0.00233341,0.00700023,0.00233341,0.00700023,0.00233341,0.00700023,0.00233341
71,4399.8,1.51322,1.02596,0.00571,0.8095,0.66669,0.77019,0.49643,1.39356,0.95554,0.00694,0.0066669,0.0022223,0.0066669,0.0022223,0.0066669,0.0022223,0.0066669,0.0022223
72,4732.13,1.50792,1.02151,0.00572,0.80961,0.66657,0.77034,0.49651,1.39322,0.95507,0.00694,0.00633357,0.00211119,0.00633357,0.00211119,0.00633357,0.00211119,0.00633357,0.00211119
73,5063.02,1.50527,1.01444,0.00569,0.81045,0.66618,0.77038,0.49673,1.39207,0.95537,0.00694,0.00600024,0.00200008,0.00600024,0.00200008,0.00600024,0.00200008,0.00600024,0.00200008
74,5393.99,1.49378,1.01185,0.00571,0.81174,0.66631,0.77085,0.49696,1.39225,0.95416,0.00694,0.00566691,0.00188897,0.00566691,0.00188897,0.00566691,0.00188897,0.00566691,0.00188897
75,5726.51,1.49923,1.01501,0.00567,0.81126,0.66683,0.77106,0.49714,1.3919,0.95418,0.00693,0.00533358,0.00177786,0.00533358,0.00177786,0.00533358,0.00177786,0.00533358,0.00177786
76,6059.43,1.50142,1.01175,0.00566,0.80991,0.66794,0.77115,0.49737,1.39148,0.9537,0.00693,0.00500025,0.00166675,0.00500025,0.00166675,0.00500025,0.00166675,0.00500025,0.00166675
77,6390.8,1.49726,1.00895,0.00565,0.81285,0.66531,0.77136,0.49742,1.39137,0.95332,0.00693,0.00466692,0.00155564,0.00466692,0.00155564,0.00466692,0.00155564,0.00466692,0.00155564
78,6722.78,1.4971,1.00798,0.00567,0.81111,0.66712,0.77143,0.49756,1.39149,0.9526,0.00694,0.00433359,0.00144453,0.00433359,0.00144453,0.00433359,0.00144453,0.00433359,0.00144453
79,7054.27,1.49728,1.00319,0.00561,0.81136,0.66739,0.77155,0.49776,1.39195,0.95145,0.00694,0.00400026,0.00133342,0.00400026,0.00133342,0.00400026,0.00133342,0.00400026,0.00133342
80,7385.8,1.48748,0.99984,0.00562,0.81139,0.66737,0.77146,0.49784,1.39188,0.9512,0.00694,0.00366693,0.00122231,0.00366693,0.00122231,0.00366693,0.00122231,0.00366693,0.00122231
81,7704.14,1.43894,0.95295,0.00597,0.81147,0.66783,0.7717,0.49802,1.39135,0.95063,0.00693,0.0033336,0.0011112,0.0033336,0.0011112,0.0033336,0.0011112,0.0033336,0.0011112
82,8021.09,1.42406,0.94287,0.00592,0.81176,0.66726,0.77165,0.49809,1.39118,0.95034,0.00693,0.00300027,0.00100009,0.00300027,0.00100009,0.00300027,0.00100009,0.00300027,0.00100009
83,8338.26,1.42901,0.94039,0.00586,0.81175,0.66761,0.77153,0.49809,1.39131,0.9497,0.00693,0.00266694,0.00088898,0.00266694,0.00088898,0.00266694,0.00088898,0.00266694,0.00088898
84,411.961,1.42599,0.94155,0.00586,0.81218,0.66767,0.77164,0.49827,1.39017,0.95042,0.00692,0.00233361,0.00077787,0.00233361,0.00077787,0.00233361,0.00077787,0.00233361,0.00077787
85,731.783,1.4183,0.93783,0.0058,0.81202,0.6675,0.77162,0.49823,1.39036,0.94998,0.00692,0.00200028,0.00066676,0.00200028,0.00066676,0.00200028,0.00066676,0.00200028,0.00066676
86,1052.68,1.41971,0.93443,0.00583,0.81166,0.66787,0.77157,0.49831,1.39045,0.94989,0.00691,0.00166695,0.00055565,0.00166695,0.00055565,0.00166695,0.00055565,0.00166695,0.00055565
87,1424.43,1.41722,0.9315,0.0058,0.81161,0.66789,0.77163,0.49835,1.3905,0.94954,0.00691,0.00133362,0.00044454,0.00133362,0.00044454,0.00133362,0.00044454,0.00133362,0.00044454
88,1773.46,1.40712,0.92799,0.0058,0.81143,0.66779,0.77165,0.49833,1.39066,0.94932,0.00691,0.00100029,0.00033343,0.00100029,0.00033343,0.00100029,0.00033343,0.00100029,0.00033343
89,2089.77,1.41057,0.92558,0.00578,0.81248,0.66763,0.77167,0.49845,1.39035,0.94905,0.00691,0.00066696,0.00022232,0.00066696,0.00022232,0.00066696,0.00022232,0.00066696,0.00022232
90,2404.84,1.40729,0.9202,0.00576,0.81153,0.66775,0.77169,0.49844,1.39022,0.949,0.00691,0.00033363,0.00011121,0.00033363,0.00011121,0.00033363,0.00011121,0.00033363,0.00011121
