epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,8621.35,nan,0.80401,0,0.81077,0.65213,0.76038,0.48274,1.22366,0.73331,0,0.00511116,0.00511116,0.00511116
46,9128.69,1.29159,0.80139,0,0.80927,0.65261,0.7605,0.48267,1.22195,0.73195,0,0.00500005,0.00500005,0.00500005
47,9647.34,1.28622,0.79871,0,0.81096,0.65293,0.76085,0.4834,1.22191,0.73001,0,0.00488894,0.00488894,0.00488894
48,10160.1,1.2823,0.7973,0,0.812,0.6542,0.76207,0.48445,1.21883,0.7284,0,0.00477783,0.00477783,0.00477783
49,10675.2,1.28412,0.7995,0,0.8115,0.65385,0.76224,0.48484,1.21955,0.72916,0,0.00466672,0.00466672,0.00466672
50,11189.5,1.28109,0.79292,0,0.81178,0.65413,0.76292,0.48472,1.21956,0.72787,0,0.00455561,0.00455561,0.00455561
51,11701.5,1.27611,0.79078,0,0.8113,0.6557,0.7633,0.48546,1.21822,0.72639,0,0.0044445,0.0044445,0.0044445
52,609.675,1.10164,0.7851,0,0.81272,0.65685,0.76431,0.48572,0.67569,0.72534,0,0.00433339,0.00433339,0.00433339
53,1122.02,1.27068,0.78437,0,0.81101,0.65795,0.76462,0.48627,nan,0.72433,0,0.00422228,0.00422228,0.00422228
54,1635.1,1.27049,0.78345,0,0.81405,0.65834,0.76524,0.48692,1.04148,0.72224,0,0.00411117,0.00411117,0.00411117
55,2148.32,1.26812,0.78247,0,0.81382,0.65833,0.76524,0.48688,1.13755,0.72095,0,0.00400006,0.00400006,0.00400006
56,2662.6,1.2702,0.78158,0,0.81303,0.65973,0.76561,0.48733,1.18246,0.72007,0,0.00388895,0.00388895,0.00388895
57,3175.91,1.26773,0.77892,0,0.81415,0.65974,0.7657,0.48739,1.20256,0.71895,0,0.00377784,0.00377784,0.00377784
58,3690.02,1.2663,0.77565,0,0.81358,0.65994,0.76608,0.48796,1.2099,0.71879,0,0.00366673,0.00366673,0.00366673
59,4203.98,1.2602,0.77522,0,0.81367,0.65974,0.76603,0.48833,1.2139,0.71774,0,0.00355562,0.00355562,0.00355562
60,4717.92,1.26626,0.77442,0,0.81526,0.65952,0.76642,0.48861,1.21418,0.71724,0,0.00344451,0.00344451,0.00344451
61,5232.09,1.26226,0.77331,0,0.818,0.65903,0.76677,0.48878,1.21546,0.71705,0,0.0033334,0.0033334,0.0033334
62,5746.38,1.26019,0.76895,0,0.81718,0.65958,0.76706,0.489,1.2147,0.71643,0,0.00322229,0.00322229,0.00322229
63,6259.51,1.26098,0.76733,0,0.81774,0.65914,0.76684,0.48921,1.21475,0.71536,0,0.00311118,0.00311118,0.00311118
64,6772.25,1.25393,0.76372,0,0.81772,0.65897,0.76686,0.48937,nan,0.71495,0,0.00300007,0.00300007,0.00300007
65,7285.52,1.2539,0.7643,0,0.81954,0.65839,0.76707,0.48965,1.21231,0.71473,0,0.00288896,0.00288896,0.00288896
66,7799.19,1.25491,0.76171,0,0.81778,0.65986,0.76732,0.48976,1.21186,0.71448,0,0.00277785,0.00277785,0.00277785
67,8311.64,1.24459,0.75931,0,0.81708,0.6597,0.76739,0.49011,nan,0.71404,0,0.00266674,0.00266674,0.00266674
68,8826.05,1.25295,0.75848,0,0.81836,0.65883,0.76746,0.49005,nan,0.71374,0,0.00255563,0.00255563,0.00255563
69,9339.65,1.24716,0.75469,0,0.81778,0.65978,0.76745,0.49007,1.21307,0.71312,0,0.00244452,0.00244452,0.00244452
70,602.747,1.0672,0.74694,0,0.81819,0.65957,0.76761,0.49004,0.67041,0.7132,0,0.00233341,0.00233341,0.00233341
71,1163.77,1.23471,0.74599,0,0.81851,0.65949,0.7678,0.4902,0.87688,0.71275,0,0.0022223,0.0022223,0.0022223
72,1666.4,1.23616,0.74509,0,0.8183,0.66016,0.76795,0.49024,1.03773,0.71239,0,0.00211119,0.00211119,0.00211119
