epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,520.605,1.41149,1.34286,0,0.76054,0.57608,0.68055,0.40761,1.2987,0.9623,0,0.003328,0.003328,0.003328
2,1031.08,1.36996,0.99885,0,0.76092,0.57946,0.68076,0.40062,1.34035,0.93629,0,0.00658732,0.00658732,0.00658732
3,1539.28,1.3941,0.97846,0,0.75827,0.5771,0.67826,0.39977,1.3408,0.92275,0,0.00977257,0.00977257,0.00977257
4,2046.99,1.40257,0.96632,0,0.74931,0.56737,0.66855,0.39431,1.36537,0.92589,0,0.00966667,0.00966667,0.00966667
5,2554.14,1.39402,0.94926,0,0.76329,0.58231,0.68365,0.40831,1.34304,0.88317,0,0.00955556,0.00955556,0.00955556
6,3059.86,1.38215,0.93535,0,0.76878,0.59281,0.69543,0.41353,1.33207,0.88094,0,0.00944445,0.00944445,0.00944445
7,3565.56,1.36944,0.91995,0,0.76963,0.59187,0.69238,0.41583,1.31911,0.8851,0,0.00933334,0.00933334,0.00933334
8,4073.45,1.36735,0.91204,0,0.76841,0.59261,0.6979,0.41887,1.31775,0.85589,0,0.00922223,0.00922223,0.00922223
9,4582.36,1.36017,0.90474,0,0.76936,0.59403,0.69909,0.42066,1.30632,0.85196,0,0.00911112,0.00911112,0.00911112
10,5090.19,1.35647,0.89965,0,0.76946,0.59896,0.70383,0.42872,1.2858,0.84529,0,0.00900001,0.00900001,0.00900001
11,5597.64,1.35342,0.89353,0,0.77948,0.60286,0.7068,0.42659,1.29235,0.84715,0,0.0088889,0.0088889,0.0088889
12,6105.69,1.34641,0.89,0,0.77994,0.60435,0.7122,0.43317,1.27457,0.83103,0,0.00877779,0.00877779,0.00877779
13,6614.69,1.33262,0.88072,0,0.78209,0.60542,0.71422,0.43701,1.26979,0.8232,0,0.00866668,0.00866668,0.00866668
14,7125.6,1.33152,0.87472,0,0.78064,0.60563,0.71394,0.44041,1.25725,0.81888,0,0.00855557,0.00855557,0.00855557
15,600.25,1.32593,0.87307,0,0.77939,0.60981,0.71603,0.44151,1.25996,0.8071,0,0.00844446,0.00844446,0.00844446
16,1109.69,1.32426,0.86791,0,0.78547,0.61948,0.72373,0.44591,1.2483,0.80586,0,0.00833335,0.00833335,0.00833335
17,1618.52,1.31925,0.86501,0,0.78507,0.61753,0.72322,0.44343,1.26146,0.80372,0,0.00822224,0.00822224,0.00822224
18,2129.08,1.31345,0.85955,0,0.78599,0.62197,0.7259,0.44756,1.24676,0.80295,0,0.00811113,0.00811113,0.00811113
19,2639.07,1.31267,0.85947,0,0.78625,0.62061,0.72536,0.45114,1.23739,0.79587,0,0.00800002,0.00800002,0.00800002
20,3147.15,1.30922,0.85603,0,0.78857,0.62045,0.72793,0.44907,1.23797,0.79701,0,0.00788891,0.00788891,0.00788891
21,3655.59,1.30103,0.84748,0,0.79122,0.62294,0.73088,0.45375,1.23066,0.79144,0,0.0077778,0.0077778,0.0077778
22,4166.39,1.3017,0.84705,0,0.79275,0.62395,0.7309,0.45283,1.23784,0.78115,0,0.00766669,0.00766669,0.00766669
23,4676.6,1.29775,0.8421,0,0.7959,0.62494,0.73312,0.45474,1.22909,0.7798,0,0.00755558,0.00755558,0.00755558
24,5187.9,1.29819,0.84126,0,0.79345,0.62998,0.73556,0.45873,1.22183,0.77455,0,0.00744447,0.00744447,0.00744447
25,5697.72,1.29816,0.83928,0,0.80338,0.62916,0.73761,0.46044,1.21945,0.77208,0,0.00733336,0.00733336,0.00733336
26,6207.88,1.29379,0.8384,0,0.79563,0.63085,0.73765,0.46148,1.21632,0.76601,0,0.00722225,0.00722225,0.00722225
27,6717.52,1.28452,0.83232,0,0.79622,0.63352,0.73889,0.46295,1.21528,0.76197,0,0.00711114,0.00711114,0.00711114
28,7227.48,1.28438,0.82831,0,0.80246,0.63116,0.74038,0.46402,1.21246,0.76129,0,0.00700003,0.00700003,0.00700003
29,7736.84,1.28933,0.83115,0,0.80044,0.63503,0.74205,0.46488,1.20962,0.75923,0,0.00688892,0.00688892,0.00688892
30,8247.89,1.28688,0.83014,0,0.79973,0.63827,0.74285,0.4671,1.20332,0.75613,0,0.00677781,0.00677781,0.00677781
31,8759.32,1.27975,0.82413,0,0.80411,0.63608,0.7444,0.46846,1.20098,0.74907,0,0.0066667,0.0066667,0.0066667
32,9268.57,1.27876,0.82422,0,0.80147,0.63943,0.74494,0.46811,1.19923,0.75241,0,0.00655559,0.00655559,0.00655559
33,9780.53,1.27847,0.82244,0,0.80171,0.64025,0.74645,0.46986,1.19791,0.74729,0,0.00644448,0.00644448,0.00644448
34,10291.3,1.27706,0.82241,0,0.8016,0.64202,0.74766,0.47269,1.19234,0.74419,0,0.00633337,0.00633337,0.00633337
35,10801.4,1.27107,0.81629,0,0.80633,0.63688,0.74694,0.47172,1.19248,0.74456,0,0.00622226,0.00622226,0.00622226
36,11313.6,1.27119,0.81578,0,0.80386,0.64206,0.74832,0.47303,1.18926,0.74278,0,0.00611115,0.00611115,0.00611115
37,11823.9,1.26696,0.81231,0,0.80674,0.64278,0.74969,0.47367,1.18859,0.73799,0,0.00600004,0.00600004,0.00600004
38,12332.6,1.27016,0.81731,0,0.80497,0.64415,0.75013,0.4753,1.1831,0.73738,0,0.00588893,0.00588893,0.00588893
39,601.564,1.25561,0.80402,0,0.80602,0.64583,0.75096,0.47566,1.18469,0.73658,0,0.00577782,0.00577782,0.00577782
40,1106.25,1.25919,0.80457,0,0.80892,0.64372,0.75166,0.47598,1.1845,0.73472,0,0.00566671,0.00566671,0.00566671
41,1609.34,1.25618,0.80271,0,0.80584,0.64563,0.75289,0.47679,1.1822,0.7324,0,0.0055556,0.0055556,0.0055556
42,2119.19,1.2523,0.80108,0,0.80321,0.648,0.75342,0.47775,1.18027,0.73081,0,0.00544449,0.00544449,0.00544449
43,2630.28,1.25293,0.79989,0,0.8074,0.64748,0.75412,0.47846,1.17823,0.7304,0,0.00533338,0.00533338,0.00533338
44,3140.7,1.25162,0.79904,0,0.81021,0.64741,0.75517,0.47933,1.17569,0.72944,0,0.00522227,0.00522227,0.00522227
45,3651.01,1.24438,0.7933,0,0.81025,0.64971,0.75561,0.47998,1.17444,0.72607,0,0.00511116,0.00511116,0.00511116
46,4163.52,1.24901,0.79442,0,0.80891,0.64911,0.75577,0.48086,1.17425,0.72442,0,0.00500005,0.00500005,0.00500005
47,4672.59,1.24461,0.79073,0,0.81012,0.65027,0.75655,0.48134,1.17226,0.72384,0,0.00488894,0.00488894,0.00488894
48,5179.9,1.24444,0.79025,0,0.8112,0.64956,0.75731,0.4821,1.17108,0.72188,0,0.00477783,0.00477783,0.00477783
49,5684.85,1.24713,0.78932,0,0.81255,0.65055,0.75794,0.48196,1.17136,0.72155,0,0.00466672,0.00466672,0.00466672
50,6190.31,1.24307,0.78937,0,0.81198,0.65032,0.75726,0.48235,1.16998,0.72138,0,0.00455561,0.00455561,0.00455561
51,6694.79,1.23259,0.78369,0,0.81083,0.65148,0.75844,0.48308,1.16854,0.71878,0,0.0044445,0.0044445,0.0044445
52,7199.55,1.2351,0.78097,0,0.81242,0.65138,0.75866,0.48356,1.16853,0.71883,0,0.00433339,0.00433339,0.00433339
53,7704.29,1.2369,0.78171,0,0.81076,0.65331,0.75956,0.48435,1.16636,0.71744,0,0.00422228,0.00422228,0.00422228
54,8209.98,1.23471,0.7806,0,0.80972,0.65427,0.75963,0.48475,1.16567,0.71628,0,0.00411117,0.00411117,0.00411117
55,8716.54,1.22729,0.77485,0,0.81028,0.65374,0.76032,0.48543,1.16418,0.71523,0,0.00400006,0.00400006,0.00400006
56,9222.45,1.22728,0.7753,0,0.81432,0.65353,0.76068,0.48571,1.16268,0.7128,0,0.00388895,0.00388895,0.00388895
57,9730.75,1.22786,0.77415,0,0.81109,0.65597,0.76107,0.48599,1.1625,0.71224,0,0.00377784,0.00377784,0.00377784
58,10240.3,1.22658,0.77269,0,0.81256,0.6543,0.76096,0.48656,1.16131,0.71102,0,0.00366673,0.00366673,0.00366673
59,10744.1,1.22014,0.76691,0,0.81171,0.6557,0.76072,0.48668,1.161,0.71053,0,0.00355562,0.00355562,0.00355562
