epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,516.561,1.25819,1.31867,0,0.75476,0.57288,0.67832,0.40539,0.78166,0.96434,0,0.003328,0.003328,0.003328
2,1022.37,1.39405,0.99827,0,0.76136,0.58062,0.68536,0.40829,1.01314,0.92451,0,0.00658732,0.00658732,0.00658732
3,1526.58,1.41292,0.97745,0,0.74821,0.58293,0.67822,0.39795,1.20915,0.94324,0,0.00977257,0.00977257,0.00977257
4,2029.52,1.41873,0.966,0,0.75473,0.58152,0.68075,0.4009,1.29773,0.93292,0,0.00966667,0.00966667,0.00966667
5,2531.68,1.41411,0.95258,0,0.76159,0.58867,0.69283,0.41064,1.33128,0.89447,0,0.00955556,0.00955556,0.00955556
6,3032.95,1.40223,0.93845,0,0.76251,0.59138,0.69372,0.41272,1.32845,0.89109,0,0.00944445,0.00944445,0.00944445
7,3534.54,1.38946,0.92416,0,0.76765,0.58675,0.69036,0.41588,1.34843,0.87046,0,0.00933334,0.00933334,0.00933334
8,4038.39,1.38902,0.91781,0,0.77018,0.5972,0.70356,0.41967,1.34306,0.86154,0,0.00922223,0.00922223,0.00922223
9,4543.26,1.38433,0.90793,0,0.76638,0.59471,0.70118,0.4205,1.33121,0.8616,0,0.00911112,0.00911112,0.00911112
10,5048.08,1.37994,0.90463,0,0.76701,0.605,0.70741,0.4267,1.31955,0.85298,0,0.00900001,0.00900001,0.00900001
11,5551.55,1.37732,0.89876,0,0.77872,0.60639,0.71236,0.43209,1.30308,0.8379,0,0.0088889,0.0088889,0.0088889
12,6054.97,1.37064,0.89373,0,0.77431,0.60975,0.71541,0.43468,1.30373,0.83239,0,0.00877779,0.00877779,0.00877779
13,443.123,1.18835,0.88698,0,0.77784,0.60755,0.71653,0.4389,0.75046,0.82462,0,0.00866668,0.00866668,0.00866668
14,791.312,1.35898,0.88385,0,0.78261,0.61728,0.7236,0.44313,0.96186,0.81841,0,0.00855557,0.00855557,0.00855557
15,1139.28,1.35484,0.87864,0,0.7875,0.6193,0.72533,0.44177,1.13194,0.82132,0,0.00844446,0.00844446,0.00844446
16,1487.42,1.3486,0.87296,0,0.7863,0.61623,0.7255,0.44288,1.21537,0.81903,0,0.00833335,0.00833335,0.00833335
17,1835.15,1.34639,0.87045,0,0.79102,0.6213,0.72856,0.44898,1.25102,0.80152,0,0.00822224,0.00822224,0.00822224
18,2182.75,1.34406,0.86682,0,0.78949,0.61651,0.72786,0.44627,1.27117,0.80823,0,0.00811113,0.00811113,0.00811113
19,2529.37,1.33636,0.85771,0,0.79056,0.62247,0.73252,0.45312,1.26427,0.79561,0,0.00800002,0.00800002,0.00800002
20,2877.84,1.33943,0.85778,0,0.78715,0.62799,0.73411,0.45247,1.27974,0.79496,0,0.00788891,0.00788891,0.00788891
