epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,600.634,1.2588,1.32291,0,0.75931,0.57676,0.68042,0.40584,0.78425,0.96564,0,0.003328,0.003328,0.003328
2,1099.36,1.39067,0.99045,0,0.75061,0.57389,0.67664,0.40434,1.01075,0.92313,0,0.00658732,0.00658732,0.00658732
3,1597.39,1.41337,0.97357,0,0.75389,0.58783,0.68433,0.40462,1.19986,0.91711,0,0.00977257,0.00977257,0.00977257
4,2092.8,1.41244,0.96181,0,0.74288,0.58007,0.67523,0.39811,1.29848,0.93053,0,0.00966667,0.00966667,0.00966667
5,2587.8,1.41341,0.94849,0,0.76061,0.58966,0.68988,0.41148,1.31543,0.90248,0,0.00955556,0.00955556,0.00955556
6,3082.49,1.39739,0.93478,0,0.7635,0.59119,0.69578,0.41504,1.32654,0.8774,0,0.00944445,0.00944445,0.00944445
7,3578.27,1.3965,0.92703,0,0.76672,0.59325,0.69659,0.42103,1.32443,0.86963,0,0.00933334,0.00933334,0.00933334
8,4074.39,1.38375,0.91475,0,0.76943,0.5913,0.69996,0.42055,1.33308,0.85935,0,0.00922223,0.00922223,0.00922223
9,4571.51,1.38583,0.90799,0,0.7727,0.59876,0.70621,0.42551,1.31673,0.85492,0,0.00911112,0.00911112,0.00911112
10,5079.3,1.37955,0.90238,0,0.77608,0.59986,0.70952,0.43173,1.29342,0.85183,0,0.00900001,0.00900001,0.00900001
11,5581.87,1.37209,0.8955,0,0.77467,0.59411,0.70555,0.42934,1.3223,0.84352,0,0.0088889,0.0088889,0.0088889
12,6085.96,1.36724,0.89239,0,0.78,0.60839,0.7164,0.43739,1.28995,0.83454,0,0.00877779,0.00877779,0.00877779
13,6595.27,1.36312,0.88858,0,0.78235,0.60676,0.7176,0.4389,1.2976,0.82499,0,0.00866668,0.00866668,0.00866668
14,7099.04,1.35977,0.88226,0,0.78791,0.60869,0.71993,0.44017,1.30345,0.81504,0,0.00855557,0.00855557,0.00855557
15,7599.1,1.35225,0.87453,0,0.77847,0.6114,0.71897,0.44254,1.28628,0.82443,0,0.00844446,0.00844446,0.00844446
16,8095.77,1.35301,0.87794,0,0.78535,0.61725,0.72401,0.44398,1.29882,0.81996,0,0.00833335,0.00833335,0.00833335
17,8591.52,1.34663,0.87003,0,0.79035,0.62044,0.72924,0.44873,1.27813,0.80257,0,0.00822224,0.00822224,0.00822224
18,9088.49,1.34694,0.86694,0,0.79116,0.6204,0.73052,0.44933,1.27961,0.80757,0,0.00811113,0.00811113,0.00811113
19,9583.06,1.34173,0.86123,0,0.79105,0.62656,0.7318,0.45357,nan,0.80313,0,0.00800002,0.00800002,0.00800002
20,10078.9,1.34053,0.86157,0,0.78915,0.62727,0.73442,0.45454,1.26486,0.79957,0,0.00788891,0.00788891,0.00788891
21,10574.3,1.33983,0.85761,0,0.79089,0.62646,0.7349,0.45464,1.26862,0.79467,0,0.0077778,0.0077778,0.0077778
22,11070.8,1.3368,0.85669,0,0.79346,0.62794,0.73719,0.45453,1.27844,0.79086,0,0.00766669,0.00766669,0.00766669
