epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,4053.56,1.82411,1.19133,0.00681,0.76571,0.61257,0.71509,0.42966,1.70937,1.11019,0.00839,0.0263334,0.00877779,0.0263334,0.00877779,0.0263334,0.00877779,0.0263334,0.00877779
13,4379.69,1.82561,1.18813,0.00675,0.76491,0.61845,0.71899,0.43263,1.70338,1.09439,0.00828,0.026,0.00866668,0.026,0.00866668,0.026,0.00866668,0.026,0.00866668
14,4706.33,1.81719,1.18415,0.00672,0.77024,0.61487,0.71646,0.4305,1.71618,1.11802,0.00825,0.0256667,0.00855557,0.0256667,0.00855557,0.0256667,0.00855557,0.0256667,0.00855557
15,5031.8,1.80393,1.17317,0.00666,0.76823,0.6277,0.72785,0.44416,1.67213,1.08304,0.00804,0.0253334,0.00844446,0.0253334,0.00844446,0.0253334,0.00844446,0.0253334,0.00844446
16,5358.19,1.79718,1.16685,0.00669,0.77538,0.62502,0.72785,0.44515,1.66722,1.07437,0.00801,0.025,0.00833335,0.025,0.00833335,0.025,0.00833335,0.025,0.00833335
17,5683.7,1.80031,1.1657,0.00662,0.77613,0.6288,0.7331,0.44785,1.67187,1.06936,0.00795,0.0246667,0.00822224,0.0246667,0.00822224,0.0246667,0.00822224,0.0246667,0.00822224
18,6011.03,1.80196,1.16117,0.00658,0.77905,0.63551,0.7368,0.44944,1.69237,1.05709,0.00802,0.0243334,0.00811113,0.0243334,0.00811113,0.0243334,0.00811113,0.0243334,0.00811113
19,6338.01,1.79421,1.14952,0.00657,0.77913,0.63662,0.73795,0.45467,1.66008,1.05856,0.00788,0.0240001,0.00800002,0.0240001,0.00800002,0.0240001,0.00800002,0.0240001,0.00800002
20,6663.71,1.79477,1.1507,0.00658,0.78487,0.63325,0.73939,0.45727,1.66038,1.04116,0.0078,0.0236667,0.00788891,0.0236667,0.00788891,0.0236667,0.00788891,0.0236667,0.00788891
21,6990.45,1.79294,1.14408,0.00649,0.78334,0.63578,0.73993,0.4579,1.64451,1.04822,0.00775,0.0233334,0.0077778,0.0233334,0.0077778,0.0233334,0.0077778,0.0233334,0.0077778
22,7316.37,1.77978,1.14216,0.0065,0.78302,0.63967,0.74143,0.45773,1.65103,1.05516,0.00772,0.0230001,0.00766669,0.0230001,0.00766669,0.0230001,0.00766669,0.0230001,0.00766669
23,7642.8,1.78573,1.13792,0.00648,0.78677,0.64239,0.74502,0.46145,1.63991,1.04799,0.00769,0.0226667,0.00755558,0.0226667,0.00755558,0.0226667,0.00755558,0.0226667,0.00755558
24,7970.12,1.78714,1.13318,0.00643,0.78496,0.64109,0.74558,0.46262,1.63718,1.0386,0.00765,0.0223334,0.00744447,0.0223334,0.00744447,0.0223334,0.00744447,0.0223334,0.00744447
25,8296.94,1.76716,1.12622,0.00641,0.78419,0.64233,0.74492,0.4651,1.6307,1.03913,0.0076,0.0220001,0.00733336,0.0220001,0.00733336,0.0220001,0.00733336,0.0220001,0.00733336
26,8622.56,1.77671,1.12904,0.00642,0.78826,0.64514,0.74826,0.46451,1.63911,1.03977,0.00762,0.0216667,0.00722225,0.0216667,0.00722225,0.0216667,0.00722225,0.0216667,0.00722225
27,423.79,1.53725,1.11861,0.00632,0.78889,0.64646,0.74899,0.46752,0.91444,1.02563,0.00755,0.0213334,0.00711114,0.0213334,0.00711114,0.0213334,0.00711114,0.0213334,0.00711114
28,829.201,1.77137,1.11858,0.00631,0.79054,0.64985,0.75214,0.4692,1.18966,1.02422,0.00751,0.0210001,0.00700003,0.0210001,0.00700003,0.0210001,0.00700003,0.0210001,0.00700003
29,1158.12,1.75752,1.11389,0.00633,0.79508,0.64624,0.75366,0.47261,1.39603,1.01298,0.00748,0.0206668,0.00688892,0.0206668,0.00688892,0.0206668,0.00688892,0.0206668,0.00688892
30,1486.8,1.75879,1.11289,0.00632,0.79524,0.65019,0.75477,0.47214,1.52018,1.01437,0.00747,0.0203334,0.00677781,0.0203334,0.00677781,0.0203334,0.00677781,0.0203334,0.00677781
31,1816.46,1.75716,1.11066,0.00626,0.79372,0.64764,0.75345,0.47223,1.59071,1.01087,0.00752,0.0200001,0.0066667,0.0200001,0.0066667,0.0200001,0.0066667,0.0200001,0.0066667
32,2143.11,1.7544,1.11137,0.00625,0.79337,0.64968,0.75454,0.47383,1.60901,1.00822,0.00746,0.0196668,0.00655559,0.0196668,0.00655559,0.0196668,0.00655559,0.0196668,0.00655559
33,2468.16,1.75544,1.10343,0.00622,0.79617,0.65316,0.75776,0.47729,1.60431,1.00543,0.00738,0.0193334,0.00644448,0.0193334,0.00644448,0.0193334,0.00644448,0.0193334,0.00644448
34,2793.6,1.75578,1.10488,0.00624,0.79392,0.65236,0.75692,0.4768,1.61297,1.01497,0.00734,0.0190001,0.00633337,0.0190001,0.00633337,0.0190001,0.00633337,0.0190001,0.00633337
35,3117.5,1.75337,1.09658,0.00622,0.79665,0.6542,0.75909,0.47829,1.61966,1.00367,0.00736,0.0186668,0.00622226,0.0186668,0.00622226,0.0186668,0.00622226,0.0186668,0.00622226
36,3443.56,1.73971,1.09566,0.00622,0.79824,0.65371,0.75943,0.47894,1.61402,0.99887,0.00734,0.0183335,0.00611115,0.0183335,0.00611115,0.0183335,0.00611115,0.0183335,0.00611115
37,3768.02,1.74377,1.09171,0.00621,0.79591,0.65682,0.76081,0.48138,1.60542,0.99654,0.0073,0.0180001,0.00600004,0.0180001,0.00600004,0.0180001,0.00600004,0.0180001,0.00600004
38,4093.95,1.74208,1.09441,0.0062,0.79616,0.65668,0.75996,0.48038,1.61075,1.00045,0.0073,0.0176668,0.00588893,0.0176668,0.00588893,0.0176668,0.00588893,0.0176668,0.00588893
39,4420.29,1.75221,1.09241,0.00618,0.7957,0.65843,0.76133,0.48177,1.60572,0.9956,0.00729,0.0173335,0.00577782,0.0173335,0.00577782,0.0173335,0.00577782,0.0173335,0.00577782
40,4745.64,1.74423,1.09276,0.00616,0.79663,0.65971,0.76229,0.48376,1.59952,0.99397,0.00726,0.0170001,0.00566671,0.0170001,0.00566671,0.0170001,0.00566671,0.0170001,0.00566671
41,5070.05,1.73826,1.08639,0.00615,0.79814,0.66082,0.7643,0.4845,1.60116,0.98844,0.00725,0.0166668,0.0055556,0.0166668,0.0055556,0.0166668,0.0055556,0.0166668,0.0055556
42,5395.85,1.73204,1.0826,0.00618,0.79868,0.66096,0.765,0.48533,1.6031,0.98277,0.00727,0.0163335,0.00544449,0.0163335,0.00544449,0.0163335,0.00544449,0.0163335,0.00544449
43,5722.05,1.73546,1.0864,0.00613,0.80032,0.66071,0.7653,0.48528,1.59868,0.98907,0.00723,0.0160001,0.00533338,0.0160001,0.00533338,0.0160001,0.00533338,0.0160001,0.00533338
44,6048.28,1.73843,1.08045,0.00611,0.80278,0.66085,0.76597,0.4871,1.60075,0.98286,0.00722,0.0156668,0.00522227,0.0156668,0.00522227,0.0156668,0.00522227,0.0156668,0.00522227
45,6373.7,1.73279,1.07299,0.00611,0.80098,0.66267,0.76607,0.48656,1.60004,0.98709,0.0072,0.0153335,0.00511116,0.0153335,0.00511116,0.0153335,0.00511116,0.0153335,0.00511116
46,6699.5,1.73497,1.07759,0.00612,0.80034,0.66056,0.76565,0.48759,1.59622,0.98443,0.00718,0.0150002,0.00500005,0.0150002,0.00500005,0.0150002,0.00500005,0.0150002,0.00500005
47,7024.31,1.7317,1.0722,0.00605,0.80003,0.6621,0.76647,0.48824,1.59513,0.9816,0.00718,0.0146668,0.00488894,0.0146668,0.00488894,0.0146668,0.00488894,0.0146668,0.00488894
48,7349.77,1.72296,1.07118,0.00606,0.80305,0.6609,0.76713,0.48865,1.59306,0.98059,0.00715,0.0143335,0.00477783,0.0143335,0.00477783,0.0143335,0.00477783,0.0143335,0.00477783
49,7674.81,1.73018,1.06824,0.00605,0.80268,0.66407,0.7685,0.48945,1.59386,0.97853,0.00715,0.0140002,0.00466672,0.0140002,0.00466672,0.0140002,0.00466672,0.0140002,0.00466672
50,8000.63,1.73378,1.06762,0.00602,0.80426,0.66344,0.76887,0.48983,1.59237,0.9776,0.00713,0.0136668,0.00455561,0.0136668,0.00455561,0.0136668,0.00455561,0.0136668,0.00455561
51,8326.53,1.71369,1.06072,0.00601,0.80333,0.66409,0.76947,0.49084,1.591,0.97494,0.00713,0.0133335,0.0044445,0.0133335,0.0044445,0.0133335,0.0044445,0.0133335,0.0044445
52,8653.07,1.7221,1.06189,0.00601,0.80365,0.66459,0.76949,0.49169,1.5879,0.9734,0.00712,0.0130002,0.00433339,0.0130002,0.00433339,0.0130002,0.00433339,0.0130002,0.00433339
53,8979.86,1.73447,1.06878,0.00601,0.80203,0.66584,0.76966,0.49222,1.58733,0.97322,0.00712,0.0126668,0.00422228,0.0126668,0.00422228,0.0126668,0.00422228,0.0126668,0.00422228
54,9306.34,1.7233,1.06461,0.00599,0.80509,0.66456,0.77002,0.49278,1.58641,0.97207,0.00709,0.0123335,0.00411117,0.0123335,0.00411117,0.0123335,0.00411117,0.0123335,0.00411117
55,9632.48,1.72246,1.05793,0.00596,0.80621,0.66422,0.7703,0.49308,1.58538,0.97105,0.00709,0.0120002,0.00400006,0.0120002,0.00400006,0.0120002,0.00400006,0.0120002,0.00400006
56,9959.14,1.72063,1.05716,0.00596,0.80386,0.66513,0.77013,0.49333,1.58314,0.97174,0.00708,0.0116668,0.00388895,0.0116668,0.00388895,0.0116668,0.00388895,0.0116668,0.00388895
57,10284.8,1.71956,1.05487,0.00596,0.80243,0.66785,0.77117,0.49414,1.58253,0.96922,0.00708,0.0113335,0.00377784,0.0113335,0.00377784,0.0113335,0.00377784,0.0113335,0.00377784
58,10609.4,1.70132,1.04733,0.006,0.8041,0.66789,0.77167,0.49441,1.58437,0.96736,0.00708,0.0110002,0.00366673,0.0110002,0.00366673,0.0110002,0.00366673,0.0110002,0.00366673
59,10935.1,1.71323,1.04723,0.00595,0.80675,0.667,0.77237,0.49507,1.58146,0.96615,0.00706,0.0106669,0.00355562,0.0106669,0.00355562,0.0106669,0.00355562,0.0106669,0.00355562
60,11260.1,1.703,1.04651,0.00593,0.80495,0.66945,0.77269,0.49537,1.58092,0.96557,0.00705,0.0103335,0.00344451,0.0103335,0.00344451,0.0103335,0.00344451,0.0103335,0.00344451
61,11584.8,1.70727,1.04501,0.00591,0.80709,0.66835,0.77297,0.49583,1.57998,0.96556,0.00703,0.0100002,0.0033334,0.0100002,0.0033334,0.0100002,0.0033334,0.0100002,0.0033334
62,11910,1.71024,1.04405,0.00586,0.80891,0.66642,0.77331,0.49622,1.58,0.9652,0.00704,0.00966687,0.00322229,0.00966687,0.00322229,0.00966687,0.00322229,0.00966687,0.00322229
63,12234,1.71469,1.04182,0.00587,0.80701,0.66824,0.77355,0.49648,1.57982,0.9636,0.00703,0.00933354,0.00311118,0.00933354,0.00311118,0.00933354,0.00311118,0.00933354,0.00311118
64,12559.4,1.69948,1.04103,0.00587,0.80627,0.66829,0.77363,0.4966,1.57819,0.96395,0.00703,0.00900021,0.00300007,0.00900021,0.00300007,0.00900021,0.00300007,0.00900021,0.00300007
65,12885.3,1.69744,1.03975,0.00584,0.8064,0.66971,0.77379,0.49683,1.57681,0.96428,0.00702,0.00866688,0.00288896,0.00866688,0.00288896,0.00866688,0.00288896,0.00866688,0.00288896
66,13210.6,1.70015,1.03684,0.00583,0.80711,0.66961,0.77387,0.49729,1.57732,0.96237,0.00701,0.00833355,0.00277785,0.00833355,0.00277785,0.00833355,0.00277785,0.00833355,0.00277785
67,426.603,1.46182,1.02322,0.00575,0.80755,0.67005,0.77421,0.49748,0.86789,0.96144,0.00701,0.00800022,0.00266674,0.00800022,0.00266674,0.00800022,0.00266674,0.00800022,0.00266674
68,753.403,1.69701,1.02765,0.00575,0.80883,0.67025,0.77469,0.49766,1.13686,0.9601,0.00701,0.00766689,0.00255563,0.00766689,0.00255563,0.00766689,0.00255563,0.00766689,0.00255563
69,1079.45,1.68338,1.0229,0.00577,0.80837,0.67079,0.77503,0.498,1.34704,0.95977,0.007,0.00733356,0.00244452,0.00733356,0.00244452,0.00733356,0.00244452,0.00733356,0.00244452
70,1405.73,1.68776,1.02361,0.00577,0.80802,0.67156,0.77521,0.49823,1.47061,0.95984,0.00699,0.00700023,0.00233341,0.00700023,0.00233341,0.00700023,0.00233341,0.00700023,0.00233341
71,1732.63,1.6849,1.01932,0.00571,0.80902,0.67033,0.7752,0.49828,1.53132,0.95973,0.00699,0.0066669,0.0022223,0.0066669,0.0022223,0.0066669,0.0022223,0.0066669,0.0022223
72,2059.41,1.68377,1.01926,0.00572,0.80962,0.66998,0.77542,0.4985,1.55693,0.95934,0.00699,0.00633357,0.00211119,0.00633357,0.00211119,0.00633357,0.00211119,0.00633357,0.00211119
73,2386.27,1.6835,1.01235,0.00568,0.80934,0.67097,0.77566,0.49857,1.56757,0.95846,0.00699,0.00600024,0.00200008,0.00600024,0.00200008,0.00600024,0.00200008,0.00600024,0.00200008
74,2713.74,1.6855,1.01441,0.00572,0.81113,0.66974,0.77568,0.49865,1.57241,0.95761,0.00699,0.00566691,0.00188897,0.00566691,0.00188897,0.00566691,0.00188897,0.00566691,0.00188897
75,3040.92,1.68228,1.01,0.00568,0.81156,0.66986,0.77556,0.4988,1.57299,0.95794,0.00698,0.00533358,0.00177786,0.00533358,0.00177786,0.00533358,0.00177786,0.00533358,0.00177786
76,3368.33,1.66805,1.00608,0.00568,0.8099,0.67053,0.77569,0.49888,1.57334,0.95767,0.00698,0.00500025,0.00166675,0.00500025,0.00166675,0.00500025,0.00166675,0.00500025,0.00166675
77,3694.19,1.66986,1.00216,0.00567,0.80948,0.67108,0.77582,0.49903,1.57379,0.95712,0.00698,0.00466692,0.00155564,0.00466692,0.00155564,0.00466692,0.00155564,0.00466692,0.00155564
78,4021.02,1.67255,1.00128,0.00566,0.80939,0.67086,0.77604,0.49903,1.57409,0.95674,0.00698,0.00433359,0.00144453,0.00433359,0.00144453,0.00433359,0.00144453,0.00433359,0.00144453
79,4348.96,1.67736,1.00331,0.00562,0.80966,0.67123,0.7763,0.49924,1.57447,0.95617,0.00698,0.00400026,0.00133342,0.00400026,0.00133342,0.00400026,0.00133342,0.00400026,0.00133342
80,4676.34,1.67448,1.00097,0.00563,0.80916,0.67146,0.77617,0.49912,1.57431,0.95608,0.00698,0.00366693,0.00122231,0.00366693,0.00122231,0.00366693,0.00122231,0.00366693,0.00122231
81,4990.16,1.60477,0.94937,0.00601,0.8101,0.6712,0.7764,0.49932,1.57457,0.95526,0.00699,0.0033336,0.0011112,0.0033336,0.0011112,0.0033336,0.0011112,0.0033336,0.0011112
82,5303.55,1.6109,0.93771,0.00592,0.81118,0.67075,0.77629,0.49949,1.57407,0.95493,0.00698,0.00300027,0.00100009,0.00300027,0.00100009,0.00300027,0.00100009,0.00300027,0.00100009
83,5617.89,1.60024,0.93445,0.0059,0.81099,0.67059,0.77614,0.49949,1.57438,0.95471,0.00698,0.00266694,0.00088898,0.00266694,0.00088898,0.00266694,0.00088898,0.00266694,0.00088898
84,5933.02,1.60359,0.93137,0.00588,0.81021,0.67094,0.77608,0.49965,1.57462,0.95414,0.00698,0.00233361,0.00077787,0.00233361,0.00077787,0.00233361,0.00077787,0.00233361,0.00077787
85,6248.55,1.59968,0.93045,0.00583,0.81006,0.67093,0.77619,0.49976,1.57447,0.95436,0.00698,0.00200028,0.00066676,0.00200028,0.00066676,0.00200028,0.00066676,0.00200028,0.00066676
86,6562.74,1.59895,0.92193,0.00584,0.81086,0.67065,0.77612,0.49976,1.57437,0.95434,0.00698,0.00166695,0.00055565,0.00166695,0.00055565,0.00166695,0.00055565,0.00166695,0.00055565
87,6877.77,1.59271,0.92401,0.00581,0.81056,0.67041,0.7761,0.49982,1.57422,0.95424,0.00698,0.00133362,0.00044454,0.00133362,0.00044454,0.00133362,0.00044454,0.00133362,0.00044454
88,7191.73,1.59659,0.91898,0.00579,0.81095,0.67046,0.7761,0.49979,1.57449,0.95446,0.00698,0.00100029,0.00033343,0.00100029,0.00033343,0.00100029,0.00033343,0.00100029,0.00033343
89,7505.34,1.589,0.91368,0.00573,0.81048,0.67039,0.77613,0.49979,1.5744,0.95428,0.00698,0.00066696,0.00022232,0.00066696,0.00022232,0.00066696,0.00022232,0.00066696,0.00022232
90,7818.89,1.58243,0.912,0.00576,0.81069,0.67015,0.77603,0.49974,1.57438,0.9541,0.00698,0.00033363,0.00011121,0.00033363,0.00011121,0.00033363,0.00011121,0.00033363,0.00011121
