epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,137.246,1.81337,2.05874,0,0.6581,0.21017,0.21005,0.12365,1.43952,1.14218,0,0.000369225,0.000369225,0.000369225
2,266.602,1.59124,1.23138,0,0.63844,0.22076,0.2518,0.14028,1.41023,1.07995,0,0.00070258,0.00070258,0.00070258
3,395.108,1.55644,1.17443,0,0.49081,0.26943,0.26249,0.14921,1.38669,1.03309,0,0.000998903,0.000998903,0.000998903
4,522.527,1.53694,1.13687,0,0.36494,0.30988,0.28871,0.16425,1.34658,1.00153,0,0.000944352,0.000944352,0.000944352
5,649.532,1.51583,1.09497,0,0.46596,0.27318,0.29183,0.1682,1.36922,0.98379,0,0.000888802,0.000888802,0.000888802
6,776.174,1.50216,1.07549,0,0.39694,0.29546,0.31146,0.17786,1.33827,0.93487,0,0.000833253,0.000833253,0.000833253
7,902.97,1.48654,1.05413,0,0.54286,0.31838,0.31805,0.18147,1.33159,0.92327,0,0.000777703,0.000777703,0.000777703
8,1029.84,1.4827,1.03834,0,0.43029,0.3231,0.32604,0.18107,1.32009,0.90527,0,0.000722154,0.000722154,0.000722154
9,1156.46,1.46893,1.02495,0,0.4079,0.32893,0.33375,0.18781,1.32979,0.90917,0,0.000666604,0.000666604,0.000666604
10,1283.23,1.46009,1.01756,0,0.41346,0.33114,0.34384,0.19577,1.30991,0.90308,0,0.000611055,0.000611055,0.000611055
11,1401.07,1.42755,0.98903,0,0.43241,0.34541,0.34369,0.19758,1.30599,0.89105,0,0.000555506,0.000555506,0.000555506
12,1518.73,1.41339,0.96806,0,0.46173,0.34477,0.35123,0.20063,1.30032,0.87707,0,0.000499956,0.000499956,0.000499956
13,1636.25,1.40563,0.9547,0,0.4304,0.35477,0.35109,0.20128,1.29099,0.873,0,0.000444407,0.000444407,0.000444407
14,1753.8,1.39657,0.94076,0,0.41662,0.35191,0.34746,0.1993,1.29002,0.86984,0,0.000388857,0.000388857,0.000388857
15,1871.29,1.39396,0.93143,0,0.39564,0.35752,0.35444,0.20435,1.28848,0.85724,0,0.000333308,0.000333308,0.000333308
16,1988.2,1.38302,0.91971,0,0.46757,0.33951,0.35489,0.20209,1.27905,0.8504,0,0.000277758,0.000277758,0.000277758
17,2105.74,1.37575,0.90753,0,0.46484,0.34318,0.35387,0.20385,1.27791,0.84931,0,0.000222209,0.000222209,0.000222209
18,2223.21,1.37155,0.90046,0,0.43039,0.35222,0.35671,0.20585,1.2769,0.84312,0,0.000166659,0.000166659,0.000166659
19,2341.01,1.36602,0.89339,0,0.42869,0.35747,0.35707,0.20681,1.27919,0.84307,0,0.00011111,0.00011111,0.00011111
20,2458.6,1.35811,0.88411,0,0.44984,0.36188,0.36388,0.21021,1.27503,0.83424,0,5.55606e-05,5.55606e-05,5.55606e-05
