epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
49,542.686,1.49862,1.06029,0.00599,0.80298,0.6655,0.7695,0.49096,0.88046,0.97068,0.00713,0.0140002,0.00466672,0.0140002,0.00466672,0.0140002,0.00466672,0.0140002,0.00466672
50,997.065,1.72661,1.06397,0.00598,0.80311,0.66719,0.77023,0.49078,1.15373,0.9728,0.00714,0.0136668,0.00455561,0.0136668,0.00455561,0.0136668,0.00455561,0.0136668,0.00455561
51,1451.1,1.71841,1.06164,0.00603,0.80853,0.66527,0.77149,0.49162,1.36276,0.97023,0.00713,0.0133335,0.0044445,0.0133335,0.0044445,0.0133335,0.0044445,0.0133335,0.0044445
52,1906.17,1.72184,1.06015,0.006,0.80664,0.66681,0.77137,0.49205,1.48542,0.97097,0.00711,0.0130002,0.00433339,0.0130002,0.00433339,0.0130002,0.00433339,0.0130002,0.00433339
53,2360.54,1.71811,1.06118,0.00598,0.80747,0.66583,0.77148,0.49267,1.54382,0.96914,0.00709,0.0126668,0.00422228,0.0126668,0.00422228,0.0126668,0.00422228,0.0126668,0.00422228
54,2814.2,1.71687,1.05885,0.00597,0.80663,0.6671,0.77219,0.49316,1.57132,0.96728,0.00709,0.0123335,0.00411117,0.0123335,0.00411117,0.0123335,0.00411117,0.0123335,0.00411117
55,3267.7,1.7133,1.05845,0.00597,0.80874,0.66715,0.77245,0.49373,1.5802,0.96665,0.00707,0.0120002,0.00400006,0.0120002,0.00400006,0.0120002,0.00400006,0.0120002,0.00400006
56,3724.58,1.71285,1.05547,0.00596,0.80905,0.6671,0.77256,0.4939,1.58435,0.96655,0.00707,0.0116668,0.00388895,0.0116668,0.00388895,0.0116668,0.00388895,0.0116668,0.00388895
57,4178.96,1.72032,1.0482,0.00589,0.8111,0.66644,0.77275,0.49431,1.58528,0.96457,0.00707,0.0113335,0.00377784,0.0113335,0.00377784,0.0113335,0.00377784,0.0113335,0.00377784
58,4635.16,1.70788,1.04986,0.00595,0.81092,0.66616,0.77325,0.49508,1.58412,0.9617,0.00706,0.0110002,0.00366673,0.0110002,0.00366673,0.0110002,0.00366673,0.0110002,0.00366673
59,5090.89,1.70861,1.04527,0.00593,0.81093,0.66816,0.77391,0.49545,1.58415,0.96168,0.00706,0.0106669,0.00355562,0.0106669,0.00355562,0.0106669,0.00355562,0.0106669,0.00355562
60,5546.61,1.70703,1.04736,0.00593,0.81105,0.66788,0.77455,0.49588,1.58517,0.95987,0.00706,0.0103335,0.00344451,0.0103335,0.00344451,0.0103335,0.00344451,0.0103335,0.00344451
61,6002.47,1.71169,1.04386,0.00588,0.80992,0.66914,0.77468,0.49635,1.58308,0.95928,0.00703,0.0100002,0.0033334,0.0100002,0.0033334,0.0100002,0.0033334,0.0100002,0.0033334
62,6455.78,1.70105,1.04505,0.00589,0.80881,0.66915,0.77475,0.49654,1.5833,0.95854,0.00704,0.00966687,0.00322229,0.00966687,0.00322229,0.00966687,0.00322229,0.00966687,0.00322229
63,6910.42,1.70792,1.04231,0.00587,0.80843,0.66966,0.77483,0.49632,1.58373,0.95835,0.00703,0.00933354,0.00311118,0.00933354,0.00311118,0.00933354,0.00311118,0.00933354,0.00311118
64,7364.65,1.7042,1.04209,0.00586,0.80861,0.66987,0.77509,0.49681,1.58093,0.95798,0.00702,0.00900021,0.00300007,0.00900021,0.00300007,0.00900021,0.00300007,0.00900021,0.00300007
65,7818.55,1.70627,1.03612,0.00584,0.80955,0.6697,0.77515,0.49721,1.58143,0.95663,0.00703,0.00866688,0.00288896,0.00866688,0.00288896,0.00866688,0.00288896,0.00866688,0.00288896
66,8274.61,1.69381,1.03261,0.00586,0.80903,0.67037,0.77537,0.49737,1.58052,0.95681,0.00703,0.00833355,0.00277785,0.00833355,0.00277785,0.00833355,0.00277785,0.00833355,0.00277785
67,8729.63,1.70141,1.02435,0.00582,0.81028,0.67059,0.77565,0.49763,1.58069,0.95589,0.00702,0.00800022,0.00266674,0.00800022,0.00266674,0.00800022,0.00266674,0.00800022,0.00266674
68,9184.68,1.68782,1.02807,0.00582,0.80899,0.67065,0.77555,0.49795,1.57817,0.95677,0.00701,0.00766689,0.00255563,0.00766689,0.00255563,0.00766689,0.00255563,0.00766689,0.00255563
69,9639.13,1.69132,1.02471,0.00575,0.80844,0.67059,0.77549,0.4979,1.57867,0.95619,0.007,0.00733356,0.00244452,0.00733356,0.00244452,0.00733356,0.00244452,0.00733356,0.00244452
70,10094,1.693,1.02025,0.00577,0.80891,0.6712,0.77583,0.49827,1.57828,0.95502,0.007,0.00700023,0.00233341,0.00700023,0.00233341,0.00700023,0.00233341,0.00700023,0.00233341
71,10549.1,1.68738,1.02,0.00576,0.81175,0.66989,0.77609,0.49837,1.57858,0.95392,0.007,0.0066669,0.0022223,0.0066669,0.0022223,0.0066669,0.0022223,0.0066669,0.0022223
72,11004.5,1.68501,1.01785,0.00575,0.81171,0.66999,0.77613,0.49869,1.57791,0.95385,0.007,0.00633357,0.00211119,0.00633357,0.00211119,0.00633357,0.00211119,0.00633357,0.00211119
73,11460.5,1.68808,1.01907,0.00576,0.81194,0.66983,0.77642,0.49887,1.57826,0.95289,0.007,0.00600024,0.00200008,0.00600024,0.00200008,0.00600024,0.00200008,0.00600024,0.00200008
74,11915.2,1.68441,1.01133,0.00574,0.80987,0.67186,0.77648,0.49913,1.57818,0.95219,0.007,0.00566691,0.00188897,0.00566691,0.00188897,0.00566691,0.00188897,0.00566691,0.00188897
75,12369.7,1.68169,1.00869,0.00571,0.81127,0.67167,0.77679,0.49925,1.57718,0.95201,0.00699,0.00533358,0.00177786,0.00533358,0.00177786,0.00533358,0.00177786,0.00533358,0.00177786
76,12825.7,1.68583,1.00728,0.00568,0.81049,0.67228,0.77688,0.49961,1.57719,0.95154,0.00699,0.00500025,0.00166675,0.00500025,0.00166675,0.00500025,0.00166675,0.00500025,0.00166675
77,13280.6,1.66853,1.00288,0.00567,0.81043,0.67296,0.77721,0.49986,1.57639,0.951,0.00699,0.00466692,0.00155564,0.00466692,0.00155564,0.00466692,0.00155564,0.00466692,0.00155564
78,13734.8,1.68272,1.00547,0.00567,0.81103,0.67288,0.77723,0.50013,1.5767,0.95003,0.00698,0.00433359,0.00144453,0.00433359,0.00144453,0.00433359,0.00144453,0.00433359,0.00144453
79,14189.8,1.68108,1.00218,0.00564,0.80978,0.6741,0.77727,0.50023,1.57596,0.95009,0.00698,0.00400026,0.00133342,0.00400026,0.00133342,0.00400026,0.00133342,0.00400026,0.00133342
80,14644.4,1.67895,0.9955,0.00565,0.80991,0.67395,0.77751,0.50031,1.57587,0.94962,0.00698,0.00366693,0.00122231,0.00366693,0.00122231,0.00366693,0.00122231,0.00366693,0.00122231
81,15084.1,1.60741,0.94108,0.00601,0.81031,0.6734,0.77732,0.50031,1.57592,0.9493,0.00698,0.0033336,0.0011112,0.0033336,0.0011112,0.0033336,0.0011112,0.0033336,0.0011112
82,15523.7,1.61237,0.93095,0.00594,0.8106,0.67322,0.77718,0.5003,1.57535,0.94883,0.00697,0.00300027,0.00100009,0.00300027,0.00100009,0.00300027,0.00100009,0.00300027,0.00100009
83,15963.4,1.60783,0.92809,0.0059,0.81141,0.67264,0.77721,0.50035,1.57617,0.94838,0.00697,0.00266694,0.00088898,0.00266694,0.00088898,0.00266694,0.00088898,0.00266694,0.00088898
84,16402.1,1.59798,0.92761,0.00587,0.81079,0.67315,0.77738,0.50046,1.57521,0.94866,0.00697,0.00233361,0.00077787,0.00233361,0.00077787,0.00233361,0.00077787,0.00233361,0.00077787
85,16841.7,1.60336,0.92123,0.00585,0.81091,0.6729,0.7774,0.50079,1.57533,0.94802,0.00697,0.00200028,0.00066676,0.00200028,0.00066676,0.00200028,0.00066676,0.00200028,0.00066676
86,17281.4,1.59284,0.91841,0.00584,0.81027,0.67341,0.77722,0.50078,1.57505,0.94806,0.00697,0.00166695,0.00055565,0.00166695,0.00055565,0.00166695,0.00055565,0.00166695,0.00055565
87,17720.6,1.59218,0.91699,0.00581,0.81082,0.67323,0.77734,0.50073,1.57498,0.94779,0.00697,0.00133362,0.00044454,0.00133362,0.00044454,0.00133362,0.00044454,0.00133362,0.00044454
88,18206.5,1.59819,0.91497,0.00579,0.81204,0.67242,0.77737,0.50096,1.57443,0.94787,0.00697,0.00100029,0.00033343,0.00100029,0.00033343,0.00100029,0.00033343,0.00100029,0.00033343
89,18674,1.59727,0.90951,0.00576,0.8114,0.67284,0.77736,0.50104,1.57406,0.94785,0.00697,0.00066696,0.00022232,0.00066696,0.00022232,0.00066696,0.00022232,0.00066696,0.00022232
90,19113.1,1.58323,0.90629,0.00573,0.81097,0.67261,0.77715,0.50109,1.574,0.94783,0.00697,0.00033363,0.00011121,0.00033363,0.00011121,0.00033363,0.00011121,0.00033363,0.00011121
