step,box_grad_norm,dfl_grad_norm,dfl_box_norm_ratio,grad_cosine,fg_num,loss_box,loss_dfl
17030,1.21611021e-02,3.26956226e-03,2.68854111e-01,4.14878905e-01,7016,1.22938621e+00,1.24313354e+00
17040,1.31878611e-02,3.28393141e-03,2.49011680e-01,3.89992565e-01,6548,1.18152046e+00,1.21601009e+00
17050,1.53426379e-02,3.85017693e-03,2.50946224e-01,4.05364543e-01,5197,1.31899357e+00,1.22107124e+00
17060,1.43353967e-02,3.24563473e-03,2.26407036e-01,4.18834805e-01,6686,1.29026747e+00,1.18950319e+00
17070,1.22502921e-02,3.03864875e-03,2.48047039e-01,4.31881309e-01,7531,1.27045989e+00,1.19852209e+00
17080,1.42943012e-02,3.76371504e-03,2.63301790e-01,4.30353284e-01,4712,1.15733802e+00,1.18635464e+00
17090,1.35888765e-02,3.36657115e-03,2.47744635e-01,4.05311167e-01,6301,1.24122226e+00,1.23209000e+00
17100,1.43444659e-02,3.25180660e-03,2.26694152e-01,4.14684474e-01,6182,1.23246336e+00,1.16526794e+00
17110,1.44022042e-02,3.10678757e-03,2.15716124e-01,4.10342544e-01,6891,1.24602294e+00,1.15747130e+00
17120,1.37745999e-02,3.21507803e-03,2.33406276e-01,3.95267576e-01,6929,1.27898896e+00,1.20517564e+00
17130,1.38878329e-02,3.34760337e-03,2.41045773e-01,4.10000086e-01,6339,1.25028694e+00,1.21502829e+00
17140,1.34144453e-02,2.96804006e-03,2.21257016e-01,4.10797954e-01,8232,1.38517153e+00,1.19309807e+00
17150,1.26962550e-02,3.42859025e-03,2.70047367e-01,4.35440779e-01,5891,1.18959033e+00,1.21088171e+00
17160,1.28122633e-02,3.07832682e-03,2.40264088e-01,4.10684645e-01,7433,1.26407766e+00,1.19229376e+00
17170,1.38785625e-02,3.02310148e-03,2.17825264e-01,4.19844836e-01,7228,1.28223336e+00,1.17604280e+00
17180,1.50442468e-02,3.20586935e-03,2.13096038e-01,4.19325948e-01,6236,1.27459824e+00,1.15809941e+00
17190,1.26159741e-02,3.19155725e-03,2.52977461e-01,4.27681684e-01,7754,1.35197723e+00,1.21901810e+00
17200,1.39107089e-02,3.38349515e-03,2.43229523e-01,4.25844252e-01,5749,1.19149268e+00,1.17417729e+00
17210,1.24618895e-02,3.08520650e-03,2.47571319e-01,4.16238129e-01,6962,1.18289769e+00,1.18840361e+00
17220,1.45904562e-02,3.34089831e-03,2.28978336e-01,4.00762856e-01,6058,1.27104795e+00,1.21419621e+00
17230,1.27841868e-02,3.20199551e-03,2.50465333e-01,4.12585318e-01,7082,1.24573553e+00,1.20999348e+00
17240,1.55868959e-02,3.37254698e-03,2.16370657e-01,4.09687847e-01,5991,1.24209702e+00,1.17660105e+00
17250,1.42323142e-02,4.01683664e-03,2.82233566e-01,4.12716508e-01,4872,1.25594878e+00,1.26063097e+00
17260,1.49790328e-02,3.37866275e-03,2.25559473e-01,3.94879937e-01,5669,1.21593773e+00,1.17908216e+00
17270,1.25167863e-02,2.98059708e-03,2.38127977e-01,4.18646157e-01,8190,1.29228294e+00,1.19162941e+00
17280,1.28715374e-02,3.08355899e-03,2.39564151e-01,4.14594501e-01,7263,1.26695275e+00,1.19867933e+00
17290,1.34534435e-02,3.38141923e-03,2.51342297e-01,4.12601292e-01,7012,1.38716412e+00,1.25107503e+00
17300,1.30003337e-02,3.07000359e-03,2.36148059e-01,4.46312517e-01,6839,1.20176673e+00,1.14362121e+00
17310,1.37817543e-02,3.23128351e-03,2.34460965e-01,3.88271719e-01,7307,1.33219528e+00,1.23173809e+00
17320,1.45852491e-02,3.32352472e-03,2.27868900e-01,3.98727149e-01,5997,1.19794607e+00,1.18551445e+00
17330,1.56117678e-02,3.08391848e-03,1.97538063e-01,4.06703979e-01,6472,1.26080275e+00,1.16306078e+00
17340,1.45225134e-02,3.28473514e-03,2.26182282e-01,4.07093674e-01,7066,1.37268746e+00,1.20613003e+00
17350,1.37990359e-02,3.29901604e-03,2.39075840e-01,4.09630656e-01,7296,1.39754272e+00,1.22435653e+00
17360,1.36565426e-02,3.24837817e-03,2.37862408e-01,3.91054928e-01,6962,1.24923790e+00,1.21791911e+00
17370,1.29418802e-02,3.09797539e-03,2.39375994e-01,3.84499133e-01,7732,1.28557336e+00,1.22409093e+00
17380,1.48124993e-02,3.38694756e-03,2.28654698e-01,3.95940870e-01,6223,1.30356061e+00,1.21229267e+00
17390,1.24948192e-02,3.26282834e-03,2.61134505e-01,4.27659005e-01,6729,1.22057641e+00,1.22327781e+00
17400,1.31685203e-02,3.38851963e-03,2.57319689e-01,4.13091719e-01,6638,1.27520537e+00,1.22847414e+00
17410,1.46002648e-02,3.19060800e-03,2.18530834e-01,4.26229119e-01,7853,1.44518638e+00,1.20990992e+00
17420,1.33133270e-02,3.46128410e-03,2.59986401e-01,4.23589557e-01,6148,1.29669130e+00,1.24693024e+00
17430,1.50674004e-02,3.05265817e-03,2.02600196e-01,4.08107072e-01,7312,1.29813850e+00,1.15074039e+00
17440,1.24373445e-02,3.39720724e-03,2.73145705e-01,4.25002187e-01,6774,1.27714288e+00,1.24316752e+00
17450,1.45494938e-02,3.29990149e-03,2.26805240e-01,4.06409681e-01,6268,1.25993109e+00,1.17609763e+00
17460,1.34818209e-02,2.95098848e-03,2.18886495e-01,4.19531524e-01,7384,1.22871971e+00,1.15751469e+00
17470,1.46143297e-02,3.03324661e-03,2.07552910e-01,4.05615956e-01,6858,1.27252066e+00,1.16863835e+00
17480,1.51620945e-02,3.50637455e-03,2.31259242e-01,4.13566619e-01,5289,1.22970033e+00,1.17321289e+00
17490,1.41960084e-02,3.45558929e-03,2.43419781e-01,4.00999904e-01,5931,1.24277174e+00,1.21426725e+00
17500,1.60042588e-02,3.80393001e-03,2.37682357e-01,4.10330892e-01,4373,1.16278112e+00,1.18368304e+00
17510,1.48652084e-02,3.03296000e-03,2.04030782e-01,3.96654010e-01,6927,1.26207566e+00,1.17055094e+00
17520,1.38842883e-02,3.24757118e-03,2.33902603e-01,4.02326286e-01,7179,1.34215176e+00,1.21758926e+00
17530,1.47783849e-02,3.33744893e-03,2.25833133e-01,4.03463870e-01,6311,1.26501048e+00,1.18267703e+00
17540,1.30297039e-02,3.42988223e-03,2.63235629e-01,4.23271060e-01,5977,1.18508494e+00,1.20965803e+00
17550,1.37547571e-02,3.23593616e-03,2.35259414e-01,4.21600342e-01,7302,1.35783339e+00,1.19713092e+00
17560,1.27980905e-02,2.85868417e-03,2.23368019e-01,4.08392698e-01,8701,1.31511188e+00,1.19622552e+00
17570,1.36227123e-02,3.44853289e-03,2.53145844e-01,3.95857900e-01,6347,1.28740931e+00,1.22641206e+00
17580,1.29774688e-02,2.89172423e-03,2.22826526e-01,4.19157952e-01,8281,1.33311415e+00,1.17035604e+00
17590,1.37947425e-02,3.11526353e-03,2.25829765e-01,4.00037199e-01,7777,1.33686614e+00,1.21265554e+00
17600,1.41467452e-02,3.06543941e-03,2.16688678e-01,4.01192814e-01,7796,1.37810206e+00,1.20574498e+00
17610,1.36404643e-02,3.30519001e-03,2.42307737e-01,4.20952767e-01,6148,1.22339344e+00,1.18036449e+00
17620,1.71260815e-02,3.13626882e-03,1.83128223e-01,3.82820785e-01,7078,1.42465448e+00,1.16032290e+00
17630,1.33560803e-02,3.10350489e-03,2.32366443e-01,4.13793951e-01,7293,1.28569269e+00,1.19081831e+00
17640,1.53106125e-02,3.48013546e-03,2.27302164e-01,4.18530703e-01,5567,1.30611980e+00,1.18622470e+00
17650,1.47388130e-02,3.09549714e-03,2.10023507e-01,3.93347740e-01,7424,1.36133981e+00,1.19065869e+00
17660,1.34046879e-02,3.30471387e-03,2.46534184e-01,4.22107518e-01,6121,1.17614806e+00,1.17847204e+00
17670,1.51857203e-02,3.39040509e-03,2.23262712e-01,3.88960242e-01,6046,1.26944268e+00,1.21830451e+00
17680,1.56188542e-02,3.52308224e-03,2.25565985e-01,4.17784780e-01,5942,1.34454465e+00,1.22329617e+00
17690,1.37036825e-02,3.09556164e-03,2.25892693e-01,3.93296808e-01,7640,1.32003212e+00,1.20614696e+00
17700,1.27107864e-02,3.45837395e-03,2.72081822e-01,4.24814820e-01,6769,1.33631098e+00,1.24711573e+00
17710,1.37344208e-02,3.31878383e-03,2.41639882e-01,4.25366461e-01,6375,1.29812729e+00,1.19872200e+00
17720,1.24910465e-02,2.98658945e-03,2.39098415e-01,4.20895368e-01,8494,1.32989919e+00,1.21693110e+00
17730,1.43376058e-02,2.97513721e-03,2.07505852e-01,4.11840528e-01,7515,1.28227234e+00,1.16567469e+00
17740,1.45708276e-02,3.85094574e-03,2.64291495e-01,4.10963953e-01,5004,1.21249068e+00,1.22565901e+00
17750,1.34239895e-02,3.12125683e-03,2.32513353e-01,4.23144877e-01,7202,1.30364954e+00,1.19219160e+00
17760,1.48868030e-02,3.10818618e-03,2.08788022e-01,4.05084491e-01,6384,1.19802558e+00,1.14081144e+00
17770,1.27237840e-02,3.24988668e-03,2.55418241e-01,3.95480931e-01,8334,1.42342818e+00,1.27555156e+00
17780,1.30840894e-02,2.99977185e-03,2.29268670e-01,4.21294212e-01,7565,1.26834691e+00,1.17276633e+00
17790,1.30395358e-02,3.17317923e-03,2.43350625e-01,4.14077580e-01,7170,1.28803706e+00,1.22935402e+00
17800,1.46044446e-02,3.25382221e-03,2.22796708e-01,3.99056256e-01,6525,1.25600684e+00,1.16985059e+00
17810,1.24627389e-02,3.09605314e-03,2.48424783e-01,4.35080558e-01,7016,1.21966815e+00,1.18458152e+00
17820,1.33394022e-02,3.55820381e-03,2.66743869e-01,4.06702399e-01,6455,1.32971406e+00,1.26825082e+00
17830,1.49921188e-02,3.59536265e-03,2.39816844e-01,3.77659142e-01,5567,1.24160075e+00,1.22887778e+00
17840,1.27871223e-02,2.75703170e-03,2.15610027e-01,4.14116740e-01,9432,1.34629691e+00,1.17700374e+00
17850,1.47757344e-02,3.36804800e-03,2.27944538e-01,4.03816044e-01,5925,1.24450660e+00,1.16764152e+00
17860,1.26270913e-02,3.12069990e-03,2.47143209e-01,4.02581245e-01,7826,1.30254972e+00,1.22159147e+00
17870,1.38637638e-02,2.85596284e-03,2.06001982e-01,4.21094894e-01,7483,1.25359583e+00,1.15301824e+00
17880,1.35058537e-02,3.54231359e-03,2.62279868e-01,4.12776589e-01,5864,1.21150279e+00,1.22846079e+00
17890,1.44448718e-02,3.29220807e-03,2.27915347e-01,3.93040329e-01,6680,1.30117154e+00,1.21753013e+00
17900,1.23294825e-02,2.95028556e-03,2.39287049e-01,4.40517306e-01,7370,1.21660328e+00,1.16614318e+00
17910,1.56449899e-02,3.18558654e-03,2.03617036e-01,3.98214638e-01,6168,1.24709618e+00,1.14014709e+00
17920,1.30272396e-02,3.63829127e-03,2.79283375e-01,4.23062086e-01,6075,1.30747414e+00,1.27080989e+00
17930,1.35728996e-02,3.04226205e-03,2.24142388e-01,4.03712243e-01,7012,1.22111857e+00,1.17333388e+00
17940,1.56413615e-02,3.27214459e-03,2.09198192e-01,3.91196549e-01,6136,1.24364007e+00,1.16726553e+00
17950,1.50150564e-02,3.61693907e-03,2.40887478e-01,4.07187313e-01,5498,1.26811063e+00,1.19302452e+00
17960,1.37225436e-02,3.16027505e-03,2.30298057e-01,4.20698822e-01,5978,1.13411570e+00,1.15144980e+00
17970,1.43090449e-02,3.69486283e-03,2.58218676e-01,4.17366385e-01,5267,1.24349475e+00,1.23395741e+00
17980,1.33053390e-02,2.91822036e-03,2.19327018e-01,4.12792742e-01,7834,1.31526947e+00,1.18674815e+00
17990,1.36881229e-02,3.11571406e-03,2.27621719e-01,4.15056705e-01,6552,1.20105374e+00,1.18240452e+00
18000,1.34242726e-02,3.24791064e-03,2.41943136e-01,4.05589700e-01,6926,1.30177009e+00,1.21859586e+00
18010,1.32147940e-02,2.96928966e-03,2.24694356e-01,4.23322976e-01,8395,1.40609646e+00,1.22312987e+00
18020,1.45507446e-02,3.03859683e-03,2.08827585e-01,3.93190145e-01,8215,1.41357064e+00,1.19360566e+00
18030,1.35540720e-02,3.14053777e-03,2.31704369e-01,4.22202319e-01,7025,1.32764101e+00,1.17834270e+00
18040,1.40356682e-02,3.49241565e-03,2.48824328e-01,4.21392441e-01,5573,1.21319270e+00,1.19809806e+00
18050,1.42157758e-02,3.22181941e-03,2.26636901e-01,4.16769862e-01,6546,1.29391873e+00,1.17771041e+00
18060,1.33994929e-02,3.34119448e-03,2.49352306e-01,4.04156864e-01,6351,1.21407235e+00,1.21020126e+00
18070,1.45446071e-02,3.60107003e-03,2.47587994e-01,4.06412035e-01,5531,1.21224499e+00,1.20621526e+00
18080,1.44883040e-02,3.43740545e-03,2.37253815e-01,4.15816814e-01,5849,1.28294230e+00,1.19377291e+00
18090,1.32264150e-02,3.10995779e-03,2.35132337e-01,4.21912611e-01,7181,1.26896799e+00,1.18266785e+00
18100,1.59231201e-02,3.21318698e-03,2.01793805e-01,3.87777507e-01,5975,1.21670103e+00,1.16051769e+00
18110,1.76533945e-02,4.18982608e-03,2.37338275e-01,3.78833830e-01,4016,1.21284699e+00,1.23201931e+00
18120,1.33036179e-02,3.79464426e-03,2.85234004e-01,4.06731367e-01,5199,1.22465944e+00,1.26857162e+00
18130,1.43485386e-02,3.15300375e-03,2.19743893e-01,4.20522273e-01,6506,1.24637043e+00,1.16593087e+00
18140,1.35866469e-02,3.20464675e-03,2.35867381e-01,4.21769649e-01,6602,1.26754737e+00,1.17290998e+00
18150,1.21020898e-02,3.06215812e-03,2.53027231e-01,4.28061485e-01,7798,1.26589274e+00,1.22634721e+00
18160,1.39847761e-02,3.14612594e-03,2.24967912e-01,4.08856928e-01,6304,1.17762816e+00,1.15700877e+00
18170,1.45837236e-02,3.04445741e-03,2.08757207e-01,4.16601032e-01,7252,1.32713950e+00,1.16334546e+00
18180,1.19638722e-02,3.59654706e-03,3.00617307e-01,4.29817796e-01,6169,1.23918307e+00,1.24627280e+00
18190,1.30690616e-02,3.22459056e-03,2.46734664e-01,4.22176301e-01,6829,1.25578821e+00,1.20477700e+00
18200,1.27564315e-02,3.23791034e-03,2.53825724e-01,4.35960919e-01,6525,1.21459484e+00,1.18944454e+00
18210,1.40877375e-02,3.35474149e-03,2.38132030e-01,4.19507623e-01,6532,1.31640232e+00,1.20884597e+00
18220,1.38811301e-02,3.39217414e-03,2.44373053e-01,4.25395668e-01,6706,1.34356737e+00,1.21262014e+00
18230,1.30019542e-02,3.04650026e-03,2.34310955e-01,4.19131666e-01,7518,1.31721425e+00,1.18437099e+00
18240,1.50614800e-02,3.86394444e-03,2.56544799e-01,3.95087987e-01,4696,1.17145646e+00,1.22285938e+00
18250,1.28817987e-02,3.49826366e-03,2.71566391e-01,4.29871142e-01,5832,1.23425508e+00,1.22087443e+00
18260,1.60961300e-02,3.65476264e-03,2.27058470e-01,3.96198452e-01,5677,1.30975628e+00,1.19791543e+00
18270,1.33032510e-02,3.04210512e-03,2.28673816e-01,4.21656191e-01,7036,1.24199688e+00,1.17463601e+00
18280,1.53635209e-02,3.63443093e-03,2.36562371e-01,4.07502085e-01,5879,1.35925186e+00,1.24089003e+00
18290,1.46008953e-02,3.09970509e-03,2.12295547e-01,4.28746760e-01,6520,1.23173475e+00,1.13992333e+00
18300,1.47485202e-02,3.38141876e-03,2.29271725e-01,3.90979737e-01,6901,1.38796306e+00,1.22339141e+00
18310,1.34694120e-02,3.62267229e-03,2.68955499e-01,4.00645882e-01,5782,1.23991668e+00,1.26032877e+00
18320,1.30673582e-02,2.93710106e-03,2.24766254e-01,4.17868316e-01,7400,1.20308387e+00,1.16458833e+00
18330,1.37903625e-02,3.17300879e-03,2.30088860e-01,3.98925841e-01,6920,1.26632726e+00,1.19662464e+00
18340,1.56312678e-02,3.08581372e-03,1.97412893e-01,4.04378772e-01,6782,1.33264697e+00,1.15138698e+00
18350,1.51393544e-02,3.11175990e-03,2.05541119e-01,4.05092061e-01,6879,1.30620623e+00,1.15973878e+00
18360,1.36224423e-02,3.24745942e-03,2.38390401e-01,3.96321923e-01,6868,1.27603126e+00,1.20022440e+00
18370,1.37747470e-02,3.31929652e-03,2.40969688e-01,3.97084117e-01,6220,1.16621518e+00,1.19833279e+00
18380,1.41453613e-02,3.17372102e-03,2.24364787e-01,4.07767743e-01,6408,1.18718374e+00,1.15459347e+00
18390,1.27794500e-02,2.86852545e-03,2.24463925e-01,4.23461229e-01,7891,1.23217809e+00,1.15702140e+00
18400,1.42163122e-02,3.27469758e-03,2.30347887e-01,4.25729364e-01,6320,1.25988579e+00,1.18216121e+00
18410,1.47202658e-02,3.23693757e-03,2.19896674e-01,4.06634092e-01,6378,1.27697837e+00,1.19369268e+00
18420,1.39205568e-02,3.73503240e-03,2.68310547e-01,3.95097375e-01,6210,1.36832833e+00,1.26953685e+00
18430,1.42628737e-02,3.26162297e-03,2.28679225e-01,4.21933711e-01,5767,1.17023468e+00,1.13927567e+00
18440,1.50022414e-02,3.42282676e-03,2.28154361e-01,4.24234509e-01,5641,1.22676027e+00,1.16382241e+00
18450,1.40653877e-02,3.14474641e-03,2.23580495e-01,4.09273177e-01,7290,1.33520043e+00,1.19200289e+00
18460,1.25691667e-02,3.03315325e-03,2.41316974e-01,4.26846564e-01,7344,1.21473563e+00,1.17739630e+00
18470,1.30113130e-02,3.65388137e-03,2.80823410e-01,4.31213260e-01,5674,1.24366677e+00,1.24744260e+00
18480,1.39821908e-02,3.24584311e-03,2.32141241e-01,3.87483269e-01,6434,1.18351722e+00,1.17773473e+00
18490,1.21472394e-02,2.88715702e-03,2.37680092e-01,4.00519878e-01,7875,1.20765758e+00,1.20743489e+00
18500,1.34015363e-02,3.26906540e-03,2.43932143e-01,4.02611375e-01,7044,1.29588032e+00,1.21463394e+00
18510,1.34876641e-02,3.12676234e-03,2.31823862e-01,4.17955637e-01,6849,1.22627354e+00,1.18746352e+00
18520,1.22854346e-02,3.38674849e-03,2.75671840e-01,4.35727060e-01,5741,1.13026130e+00,1.20098686e+00
18530,1.29466048e-02,3.22175561e-03,2.48849466e-01,4.20447946e-01,6969,1.25141668e+00,1.20588148e+00
18540,1.24793081e-02,2.97647528e-03,2.38512844e-01,4.19578314e-01,8182,1.35423505e+00,1.21090758e+00
18550,1.30790034e-02,2.95706489e-03,2.26092517e-01,4.21871245e-01,9061,1.49456835e+00,1.22169089e+00
18560,1.27939591e-02,3.04029463e-03,2.37635165e-01,4.23546255e-01,7649,1.26054263e+00,1.19360447e+00
18570,1.56601015e-02,3.49546340e-03,2.23208219e-01,3.93151820e-01,5681,1.27178025e+00,1.19827318e+00
18580,1.62217189e-02,3.44092795e-03,2.12118581e-01,4.09872651e-01,6355,1.42876804e+00,1.18670905e+00
18590,1.33805610e-02,3.07905022e-03,2.30113685e-01,4.32228595e-01,6945,1.23108125e+00,1.17134368e+00
18600,1.25369197e-02,3.10007203e-03,2.47275412e-01,4.35969561e-01,7098,1.23381317e+00,1.18050575e+00
18610,1.44849960e-02,3.37492465e-03,2.32994512e-01,4.02273774e-01,5879,1.23545194e+00,1.19448304e+00
18620,1.44163826e-02,3.18646780e-03,2.21031025e-01,3.98823410e-01,6800,1.25796914e+00,1.17827153e+00
18630,1.37982294e-02,2.83602439e-03,2.05535382e-01,4.12027657e-01,7715,1.24600911e+00,1.15191960e+00
18640,1.50852371e-02,3.35744792e-03,2.22565144e-01,4.09633130e-01,6084,1.28521359e+00,1.18574357e+00
18650,1.28762852e-02,3.18073621e-03,2.47022808e-01,4.12129402e-01,7509,1.32246149e+00,1.22970104e+00
18660,1.40075944e-02,3.49295186e-03,2.49361292e-01,4.13585186e-01,5956,1.25981259e+00,1.22023606e+00
18670,1.70514081e-02,3.69649869e-03,2.16785535e-01,3.73564959e-01,4979,1.27958715e+00,1.20099938e+00
18680,1.46750929e-02,3.41230957e-03,2.32523888e-01,4.17449951e-01,5718,1.24148107e+00,1.19171631e+00
18690,1.28412228e-02,3.06383194e-03,2.38593474e-01,4.34993684e-01,7149,1.23932552e+00,1.16078663e+00
18700,1.25368563e-02,3.02104000e-03,2.40972683e-01,4.32527632e-01,7620,1.26609945e+00,1.18028700e+00
18710,1.57150719e-02,3.75811360e-03,2.39140719e-01,4.05312777e-01,4983,1.24597013e+00,1.20341682e+00
18720,1.49107613e-02,3.44797387e-03,2.31240630e-01,3.93686861e-01,6181,1.29988718e+00,1.22558761e+00
18730,1.54789677e-02,3.35411495e-03,2.16688544e-01,4.04830933e-01,5517,1.19410920e+00,1.14300060e+00
18740,1.40977856e-02,3.38164507e-03,2.39870653e-01,4.17591751e-01,5847,1.21600461e+00,1.19667959e+00
18750,1.69241969e-02,3.59775242e-03,2.12580398e-01,3.87896389e-01,5284,1.27420044e+00,1.19434059e+00
18760,1.48314489e-02,3.07834009e-03,2.07554907e-01,3.97270441e-01,7253,1.30917835e+00,1.19328070e+00
18770,1.50647573e-02,3.12450272e-03,2.07404777e-01,4.14561450e-01,6658,1.28981829e+00,1.15899348e+00
18780,1.38536561e-02,2.93875905e-03,2.12128773e-01,4.09730345e-01,8490,1.41646314e+00,1.19038785e+00
18790,1.29486648e-02,3.40903294e-03,2.63272941e-01,4.12885547e-01,6248,1.24974012e+00,1.21350181e+00
18800,1.38933379e-02,3.27711413e-03,2.35876665e-01,4.06719506e-01,7305,1.34385335e+00,1.22305727e+00
18810,1.35007827e-02,2.95954803e-03,2.19213068e-01,4.14037079e-01,8126,1.36550319e+00,1.19358480e+00
18820,1.22620286e-02,3.03325523e-03,2.47369766e-01,4.30979311e-01,8412,1.36944342e+00,1.22232676e+00
18830,1.41178053e-02,3.08176503e-03,2.18289241e-01,4.08917308e-01,7347,1.30838263e+00,1.17747724e+00
18840,1.51767004e-02,3.58107872e-03,2.35958979e-01,4.01015580e-01,6016,1.34396398e+00,1.22357905e+00
18850,1.47897089e-02,3.38756153e-03,2.29048565e-01,4.07313824e-01,5863,1.21692407e+00,1.18810391e+00
18860,1.35861253e-02,3.34465760e-03,2.46181861e-01,4.18906271e-01,5941,1.16569340e+00,1.18624139e+00
18870,1.39556443e-02,2.99728289e-03,2.14772090e-01,4.13100302e-01,7522,1.31770194e+00,1.17366290e+00
18880,1.51313078e-02,3.94038390e-03,2.60412633e-01,3.98521185e-01,4763,1.22691882e+00,1.24505579e+00
18890,1.34124570e-02,2.99852015e-03,2.23562330e-01,4.21639264e-01,7393,1.27842069e+00,1.17772114e+00
18900,1.41173331e-02,3.33119626e-03,2.35964984e-01,3.97544682e-01,6792,1.33542645e+00,1.21495819e+00
18910,1.41632268e-02,3.58162541e-03,2.52882034e-01,4.30024147e-01,5325,1.18067312e+00,1.19324589e+00
18920,1.66682601e-02,3.71597148e-03,2.22936973e-01,3.88322473e-01,5389,1.30223417e+00,1.20815122e+00
18930,1.53030576e-02,3.02539184e-03,1.97698519e-01,3.94034058e-01,6431,1.17632151e+00,1.13079631e+00
18940,1.52472928e-02,3.19424970e-03,2.09496185e-01,3.87603670e-01,7253,1.34707916e+00,1.18797481e+00
18950,1.49015263e-02,3.07603320e-03,2.06424043e-01,3.78789514e-01,7396,1.33233750e+00,1.18926907e+00
18960,1.53183220e-02,3.18722287e-03,2.08066061e-01,3.99766892e-01,6086,1.22618330e+00,1.14155638e+00
18970,1.31188491e-02,3.01770982e-03,2.30028555e-01,4.21401471e-01,7689,1.32679379e+00,1.19211721e+00
18980,1.36341751e-02,2.75854603e-03,2.02325851e-01,3.82110059e-01,8054,1.19216692e+00,1.14625025e+00
18990,1.36555033e-02,3.38588399e-03,2.47950137e-01,4.18131411e-01,6063,1.23195457e+00,1.20063460e+00
19000,1.33253112e-02,2.88087339e-03,2.16195583e-01,4.20419693e-01,8009,1.27719903e+00,1.17625535e+00
19010,1.21412808e-02,3.18455626e-03,2.62291610e-01,4.07689631e-01,6710,1.14312971e+00,1.21798134e+00
19020,1.49466572e-02,3.66940093e-03,2.45499775e-01,4.05310661e-01,5169,1.21690285e+00,1.20626473e+00
19030,1.27471844e-02,3.39500909e-03,2.66334027e-01,4.11503315e-01,6960,1.32162881e+00,1.25679851e+00
19040,1.47307049e-02,3.50754545e-03,2.38111168e-01,4.01242852e-01,5816,1.26368248e+00,1.21226382e+00
19050,1.33489734e-02,3.01000290e-03,2.25485727e-01,4.03240472e-01,7940,1.32281280e+00,1.20932031e+00
19060,1.28384214e-02,3.20485723e-03,2.49630168e-01,4.27138716e-01,6239,1.18369412e+00,1.19060946e+00
19070,1.17975874e-02,3.08528566e-03,2.61518359e-01,4.32886511e-01,8544,1.40814769e+00,1.24986517e+00
19080,1.34781599e-02,3.86235630e-03,2.86564052e-01,4.19198334e-01,5170,1.20040345e+00,1.25058675e+00
19090,1.49581311e-02,3.33718164e-03,2.23101512e-01,3.83249342e-01,7069,1.39195108e+00,1.25120986e+00
19100,1.20687922e-02,3.15316184e-03,2.61265725e-01,4.33493078e-01,6973,1.21840155e+00,1.20650423e+00
19110,1.21478941e-02,3.03377281e-03,2.49736518e-01,4.25120145e-01,7218,1.16363871e+00,1.17059958e+00
19120,1.44242449e-02,3.17625399e-03,2.20202446e-01,4.16072547e-01,6839,1.29473841e+00,1.17011857e+00
19130,1.25256097e-02,2.88029574e-03,2.29952544e-01,4.16592360e-01,8687,1.33254349e+00,1.18524325e+00
19140,1.41988192e-02,3.25379474e-03,2.29159534e-01,4.17189658e-01,6639,1.32030869e+00,1.18566108e+00
19150,1.38939954e-02,3.33048147e-03,2.39706531e-01,4.23944443e-01,6030,1.21147931e+00,1.18646002e+00
19160,1.39545146e-02,3.18355160e-03,2.28137746e-01,3.92334968e-01,6652,1.22515619e+00,1.20039976e+00
19170,1.22604854e-02,2.90172501e-03,2.36672923e-01,4.22567815e-01,8620,1.31567359e+00,1.19375598e+00
19180,1.50405569e-02,3.57295224e-03,2.37554520e-01,3.93242687e-01,5985,1.28952742e+00,1.22413301e+00
19190,1.48931863e-02,3.28746648e-03,2.20736280e-01,3.93014312e-01,6766,1.36489463e+00,1.20780623e+00
19200,1.46652311e-02,3.43329948e-03,2.34111518e-01,4.10723448e-01,5742,1.22862029e+00,1.19652867e+00
19210,1.34235201e-02,3.26462602e-03,2.43201926e-01,3.99105817e-01,6803,1.26392424e+00,1.23062658e+00
19220,1.42883398e-02,3.69180297e-03,2.58378714e-01,4.13940787e-01,5847,1.35993075e+00,1.26090455e+00
19230,1.34343216e-02,3.33377672e-03,2.48153701e-01,4.15484786e-01,6396,1.26101995e+00,1.19833863e+00
19240,1.41473096e-02,3.22134560e-03,2.27700233e-01,4.06336963e-01,6338,1.23180652e+00,1.19227147e+00
19250,1.27143888e-02,3.08836787e-03,2.42903367e-01,4.19920743e-01,7205,1.24453366e+00,1.19385171e+00
19260,1.31452810e-02,3.11487028e-03,2.36957297e-01,4.03841585e-01,6996,1.21993434e+00,1.18293297e+00
19270,1.28934169e-02,3.03721474e-03,2.35563219e-01,4.14194077e-01,8158,1.36701202e+00,1.22110915e+00
19280,1.67737249e-02,3.26237758e-03,1.94493324e-01,3.92491639e-01,6569,1.35462499e+00,1.15505600e+00
19290,1.32569419e-02,3.03848996e-03,2.29199916e-01,3.98910105e-01,8376,1.35578740e+00,1.21953344e+00
19300,1.43777160e-02,3.42908432e-03,2.38499939e-01,4.31206107e-01,5894,1.27730310e+00,1.19367421e+00
19310,1.39585966e-02,3.12446360e-03,2.23837942e-01,4.11261439e-01,6729,1.22509885e+00,1.17456174e+00
19320,1.27198808e-02,3.14952247e-03,2.47606292e-01,4.30892646e-01,6816,1.20779669e+00,1.16749191e+00
19330,1.30003057e-02,2.77798669e-03,2.13686258e-01,4.28080022e-01,9406,1.44666779e+00,1.15715766e+00
19340,1.46926036e-02,3.17004230e-03,2.15757698e-01,4.09222305e-01,7154,1.34684098e+00,1.18322098e+00
